1, swamp, biomesoplenty:bayou, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
1335, jungle, terralith:amethyst_canyon, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1336, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1337, none, terralith:ancient_sands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1338, none, terralith:arid_highlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1339, none, terralith:ashen_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1340, none, terralith:basalt_cliffs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1341, forest, terralith:birch_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1342, plains, terralith:blooming_plateau, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1343, none, terralith:blooming_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1344, none, terralith:brushland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1345, badlands, terralith:bryce_canyon, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1346, extreme_hills, terralith:caldera, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1347, none, terralith:cave/andesite_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1348, none, terralith:cave/crystal_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1349, none, terralith:cave/deep_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1350, none, terralith:cave/desert_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1351, none, terralith:cave/diorite_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1352, none, terralith:cave/frostfire_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1353, none, terralith:cave/fungal_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1354, none, terralith:cave/granite_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1355, none, terralith:cave/ice_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1356, none, terralith:cave/infested_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1357, none, terralith:cave/mantle_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1358, none, terralith:cave/thermal_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1359, none, terralith:cave/tuff_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1360, none, terralith:cave/underground_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1361, forest, terralith:cloud_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1362, none, terralith:cold_shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1363, none, terralith:desert_canyon, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1364, desert, terralith:desert_oasis, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1365, none, terralith:desert_spires, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1366, extreme_hills, terralith:emerald_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1367, forest, terralith:forested_highlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1368, savanna, terralith:fractured_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1369, none, terralith:frozen_cliffs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1370, none, terralith:glacial_chasm, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1371, none, terralith:granite_cliffs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1372, beach, terralith:gravel_beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1373, none, terralith:gravel_desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1374, none, terralith:haze_mountain, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1375, none, terralith:highlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1376, none, terralith:hot_shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1377, swamp, terralith:ice_marsh, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1378, jungle, terralith:jungle_mountains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1379, forest, terralith:lavender_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1380, forest, terralith:lavender_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1381, none, terralith:lush_desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1382, forest, terralith:lush_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1383, forest, terralith:mirage_isles, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1384, forest, terralith:moonlight_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1385, forest, terralith:moonlight_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1386, none, terralith:mountain_steppe, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1387, swamp, terralith:orchid_swamp, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1388, badlands, terralith:painted_mountains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1389, none, terralith:red_oasis, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1390, jungle, terralith:rocky_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1391, extreme_hills, terralith:rocky_mountains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1392, none, terralith:rocky_shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1393, forest, terralith:sakura_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1394, forest, terralith:sakura_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1395, desert, terralith:sandstone_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1396, badlands, terralith:savanna_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1397, savanna, terralith:savanna_slopes, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1398, extreme_hills, terralith:scarlet_mountains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1399, forest, terralith:shield, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1400, none, terralith:shield_clearing, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1401, none, terralith:shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1402, forest, terralith:siberian_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1403, forest, terralith:siberian_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1404, none, terralith:skylands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1405, none, terralith:skylands_autumn, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1406, none, terralith:skylands_spring, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1407, none, terralith:skylands_summer, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1408, none, terralith:skylands_winter, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1409, icy, terralith:snowy_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1410, forest, terralith:snowy_cherry_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1411, forest, terralith:snowy_maple_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1412, forest, terralith:snowy_shield, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1413, plains, terralith:steppe, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1414, none, terralith:stony_spires, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1415, forest, terralith:temperate_highlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1416, jungle, terralith:tropical_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1417, none, terralith:valley_clearing, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1418, none, terralith:volcanic_crater, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1419, extreme_hills, terralith:volcanic_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1420, river, terralith:warm_river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1421, none, terralith:warped_mesa, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1422, forest, terralith:white_cliffs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1423, none, terralith:white_mesa, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1424, none, terralith:windswept_spires, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1425, forest, terralith:wintry_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1426, forest, terralith:wintry_lowlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1427, taiga, terralith:yellowstone, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1428, none, terralith:yosemite_cliffs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1429, forest, terralith:yosemite_lowlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,10,3,12
1430, nether, biomesoplenty:crystalline_chasm, MONSTER, alexsmobs:dropbear,0,1,1
1431, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear,0,1,1
1432, savanna, biomesoplenty:lush_savanna, CREATURE, alexsmobs:elephant,10,1,5
1433, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:elephant,10,1,5
1434, savanna, biomeswevegone:araucaria_savanna, CREATURE, alexsmobs:elephant,10,1,5
1435, savanna, biomeswevegone:baobab_savanna, CREATURE, alexsmobs:elephant,10,1,5
1436, savanna, biomeswevegone:ironwood_gour, CREATURE, alexsmobs:elephant,10,1,5
1437, savanna, minecraft:savanna, CREATURE, alexsmobs:elephant,10,1,5
1438, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:elephant,10,1,5
1439, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:elephant,10,1,5
1440, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:elephant,10,1,5
1441, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:elephant,10,1,5
1442, savanna, regions_unexplored:steppe, CREATURE, alexsmobs:elephant,10,1,5
1443, none, terralith:arid_highlands, CREATURE, alexsmobs:elephant,10,1,5
1444, none, terralith:brushland, CREATURE, alexsmobs:elephant,10,1,5
1445, savanna, terralith:fractured_savanna, CREATURE, alexsmobs:elephant,10,1,5
1446, none, terralith:red_oasis, CREATURE, alexsmobs:elephant,10,1,5
1447, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:elephant,10,1,5
1448, savanna, terralith:savanna_slopes, CREATURE, alexsmobs:elephant,0,1,5
1449, none, terralith:shrubland, CREATURE, alexsmobs:elephant,30,3,5
1450, desert, biomesoplenty:lush_desert, CREATURE, alexsmobs:emu,10,2,5
1451, savanna, biomesoplenty:lush_savanna, CREATURE, alexsmobs:emu,10,2,5
1452, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:emu,10,2,5
1453, savanna, biomeswevegone:araucaria_savanna, CREATURE, alexsmobs:emu,10,2,5
1454, savanna, biomeswevegone:baobab_savanna, CREATURE, alexsmobs:emu,10,2,5
1455, savanna, biomeswevegone:ironwood_gour, CREATURE, alexsmobs:emu,10,2,5
1456, badlands, biomeswevegone:red_rock_valley, CREATURE, alexsmobs:emu,10,2,5
1457, desert, biomeswevegone:rugged_badlands, CREATURE, alexsmobs:emu,10,2,5
1458, badlands, biomeswevegone:sierra_badlands, CREATURE, alexsmobs:emu,10,2,5
1459, badlands, minecraft:badlands, CREATURE, alexsmobs:emu,10,2,5
1460, badlands, minecraft:eroded_badlands, CREATURE, alexsmobs:emu,10,2,5
1461, savanna, minecraft:savanna, CREATURE, alexsmobs:emu,10,2,5
1462, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:emu,10,2,5
1463, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:emu,10,2,5
1464, badlands, minecraft:wooded_badlands, CREATURE, alexsmobs:emu,10,2,5
1465, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:emu,10,2,5
1466, savanna, regions_unexplored:dry_bushland, CREATURE, alexsmobs:emu,10,2,5
1467, savanna, regions_unexplored:steppe, CREATURE, alexsmobs:emu,0,2,5
1468, none, terralith:arid_highlands, CREATURE, alexsmobs:emu,0,2,5
1469, none, terralith:brushland, CREATURE, alexsmobs:emu,10,2,5
1470, badlands, terralith:bryce_canyon, CREATURE, alexsmobs:emu,10,2,5
1471, savanna, terralith:fractured_savanna, CREATURE, alexsmobs:emu,10,2,5
1472, badlands, terralith:painted_mountains, CREATURE, alexsmobs:emu,0,2,5
1473, none, terralith:red_oasis, CREATURE, alexsmobs:emu,10,2,5
1474, badlands, terralith:savanna_badlands, CREATURE, alexsmobs:emu,10,2,5
1475, savanna, terralith:savanna_slopes, CREATURE, alexsmobs:emu,0,2,5
1476, none, terralith:warped_mesa, CREATURE, alexsmobs:emu,10,2,5
1477, none, terralith:white_mesa, CREATURE, alexsmobs:emu,10,2,5
1478, the_end, minecraft:end_barrens, CREATURE, alexsmobs:endergrade,10,2,6
1479, the_end, minecraft:end_highlands, CREATURE, alexsmobs:endergrade,10,2,6
1480, the_end, minecraft:end_midlands, CREATURE, alexsmobs:endergrade,10,2,6
1481, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:endergrade,10,2,6
1482, the_end, minecraft:end_midlands, CREATURE, alexsmobs:enderiophage,10,2,2
1483, none, arphex:crawling_main, MONSTER, alexsmobs:farseer,0,1,1
1484, none, biomesoplenty:auroral_garden, MONSTER, alexsmobs:farseer,0,1,1
1485, swamp, biomesoplenty:bayou, MONSTER, alexsmobs:farseer,0,1,1
1486, swamp, biomesoplenty:bog, MONSTER, alexsmobs:farseer,0,1,1
1487, plains, biomesoplenty:clover_patch, MONSTER, alexsmobs:farseer,0,1,1
1488, icy, biomesoplenty:cold_desert, MONSTER, alexsmobs:farseer,0,1,1
1489, taiga, biomesoplenty:coniferous_forest, MONSTER, alexsmobs:farseer,0,1,1
1490, extreme_hills, biomesoplenty:crag, MONSTER, alexsmobs:farseer,0,1,1
1491, nether, biomesoplenty:crystalline_chasm, MONSTER, alexsmobs:farseer,0,1,1
1492, taiga, biomesoplenty:dead_forest, MONSTER, alexsmobs:farseer,0,1,1
1493, desert, biomesoplenty:dryland, MONSTER, alexsmobs:farseer,0,1,1
1494, beach, biomesoplenty:dune_beach, MONSTER, alexsmobs:farseer,0,1,1
1495, nether, biomesoplenty:erupting_inferno, MONSTER, alexsmobs:farseer,0,1,1
1496, taiga, biomesoplenty:field, MONSTER, alexsmobs:farseer,0,1,1
1497, taiga, biomesoplenty:fir_clearing, MONSTER, alexsmobs:farseer,0,1,1
1498, jungle, biomesoplenty:floodplain, MONSTER, alexsmobs:farseer,0,1,1
1499, none, biomesoplenty:forested_field, MONSTER, alexsmobs:farseer,0,1,1
1500, jungle, biomesoplenty:fungal_jungle, MONSTER, alexsmobs:farseer,0,1,1
1501, none, biomesoplenty:glowing_grotto, MONSTER, alexsmobs:farseer,0,1,1
1502, none, biomesoplenty:grassland, MONSTER, alexsmobs:farseer,0,1,1
1503, none, biomesoplenty:highland, MONSTER, alexsmobs:farseer,0,1,1
1504, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, alexsmobs:farseer,0,1,1
1505, none, biomesoplenty:lavender_field, MONSTER, alexsmobs:farseer,0,1,1
1506, none, biomesoplenty:lavender_forest, MONSTER, alexsmobs:farseer,0,1,1
1507, desert, biomesoplenty:lush_desert, MONSTER, alexsmobs:farseer,0,1,1
1508, savanna, biomesoplenty:lush_savanna, MONSTER, alexsmobs:farseer,0,1,1
1509, taiga, biomesoplenty:maple_woods, MONSTER, alexsmobs:farseer,0,1,1
1510, swamp, biomesoplenty:marsh, MONSTER, alexsmobs:farseer,0,1,1
1511, forest, biomesoplenty:mediterranean_forest, MONSTER, alexsmobs:farseer,0,1,1
1512, none, biomesoplenty:moor, MONSTER, alexsmobs:farseer,0,1,1
1513, none, biomesoplenty:muskeg, MONSTER, alexsmobs:farseer,0,1,1
1514, forest, biomesoplenty:mystic_grove, MONSTER, alexsmobs:farseer,0,1,1
1515, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, alexsmobs:farseer,0,1,1
1516, none, biomesoplenty:old_growth_woodland, MONSTER, alexsmobs:farseer,0,1,1
1517, taiga, biomesoplenty:ominous_woods, MONSTER, alexsmobs:farseer,0,1,1
1518, forest, biomesoplenty:orchard, MONSTER, alexsmobs:farseer,0,1,1
1519, none, biomesoplenty:origin_valley, MONSTER, alexsmobs:farseer,0,1,1
1520, none, biomesoplenty:pasture, MONSTER, alexsmobs:farseer,0,1,1
1521, plains, biomesoplenty:prairie, MONSTER, alexsmobs:farseer,0,1,1
1522, forest, biomesoplenty:pumpkin_patch, MONSTER, alexsmobs:farseer,0,1,1
1523, jungle, biomesoplenty:rainforest, MONSTER, alexsmobs:farseer,0,1,1
1524, forest, biomesoplenty:redwood_forest, MONSTER, alexsmobs:farseer,0,1,1
1525, jungle, biomesoplenty:rocky_rainforest, MONSTER, alexsmobs:farseer,0,1,1
1526, none, biomesoplenty:rocky_shrubland, MONSTER, alexsmobs:farseer,0,1,1
1527, savanna, biomesoplenty:scrubland, MONSTER, alexsmobs:farseer,0,1,1
1528, forest, biomesoplenty:seasonal_forest, MONSTER, alexsmobs:farseer,0,1,1
1529, forest, biomesoplenty:seasonal_orchard, MONSTER, alexsmobs:farseer,0,1,1
1530, plains, biomesoplenty:shrubland, MONSTER, alexsmobs:farseer,0,1,1
1531, none, biomesoplenty:snowblossom_grove, MONSTER, alexsmobs:farseer,0,1,1
1532, none, biomesoplenty:snowy_coniferous_forest, MONSTER, alexsmobs:farseer,0,1,1
1533, none, biomesoplenty:snowy_fir_clearing, MONSTER, alexsmobs:farseer,0,1,1
1534, none, biomesoplenty:snowy_maple_woods, MONSTER, alexsmobs:farseer,0,1,1
1535, none, biomesoplenty:spider_nest, MONSTER, alexsmobs:farseer,0,1,1
1536, none, biomesoplenty:tropics, MONSTER, alexsmobs:farseer,0,1,1
1537, taiga, biomesoplenty:tundra, MONSTER, alexsmobs:farseer,0,1,1
1538, nether, biomesoplenty:undergrowth, MONSTER, alexsmobs:farseer,0,1,1
1539, nether, biomesoplenty:visceral_heap, MONSTER, alexsmobs:farseer,0,1,1
1540, none, biomesoplenty:volcanic_plains, MONSTER, alexsmobs:farseer,0,1,1
1541, none, biomesoplenty:volcano, MONSTER, alexsmobs:farseer,0,1,1
1542, none, biomesoplenty:wasteland, MONSTER, alexsmobs:farseer,0,1,1
1543, none, biomesoplenty:wasteland_steppe, MONSTER, alexsmobs:farseer,0,1,1
1544, swamp, biomesoplenty:wetland, MONSTER, alexsmobs:farseer,0,1,1
1545, nether, biomesoplenty:withered_abyss, MONSTER, alexsmobs:farseer,0,1,1
1546, forest, biomesoplenty:woodland, MONSTER, alexsmobs:farseer,0,1,1
1547, none, biomeswevegone:amaranth_grassland, MONSTER, alexsmobs:farseer,0,1,1
1548, savanna, biomeswevegone:araucaria_savanna, MONSTER, alexsmobs:farseer,0,1,1
1549, forest, biomeswevegone:aspen_boreal, MONSTER, alexsmobs:farseer,0,1,1
1550, none, biomeswevegone:atacama_outback, MONSTER, alexsmobs:farseer,0,1,1
1551, savanna, biomeswevegone:baobab_savanna, MONSTER, alexsmobs:farseer,0,1,1
1552, beach, biomeswevegone:basalt_barrera, MONSTER, alexsmobs:farseer,0,1,1
1553, none, biomeswevegone:bayou, MONSTER, alexsmobs:farseer,0,1,1
1554, forest, biomeswevegone:black_forest, MONSTER, alexsmobs:farseer,0,1,1
1555, forest, biomeswevegone:canadian_shield, MONSTER, alexsmobs:farseer,0,1,1
1556, forest, biomeswevegone:cika_woods, MONSTER, alexsmobs:farseer,0,1,1
1557, none, biomeswevegone:coconino_meadow, MONSTER, alexsmobs:farseer,0,1,1
1558, forest, biomeswevegone:coniferous_forest, MONSTER, alexsmobs:farseer,0,1,1
1559, jungle, biomeswevegone:crag_gardens, MONSTER, alexsmobs:farseer,0,1,1
1560, none, biomeswevegone:crimson_tundra, MONSTER, alexsmobs:farseer,0,1,1
1561, none, biomeswevegone:cypress_swamplands, MONSTER, alexsmobs:farseer,0,1,1
1562, forest, biomeswevegone:dacite_ridges, MONSTER, alexsmobs:farseer,0,1,1
1563, beach, biomeswevegone:dacite_shore, MONSTER, alexsmobs:farseer,0,1,1
1564, ocean, biomeswevegone:dead_sea, MONSTER, alexsmobs:farseer,0,1,1
1565, forest, biomeswevegone:ebony_woods, MONSTER, alexsmobs:farseer,0,1,1
1566, forest, biomeswevegone:enchanted_tangle, MONSTER, alexsmobs:farseer,0,1,1
1567, forest, biomeswevegone:eroded_borealis, MONSTER, alexsmobs:farseer,0,1,1
1568, none, biomeswevegone:firecracker_chaparral, MONSTER, alexsmobs:farseer,0,1,1
1569, forest, biomeswevegone:forgotten_forest, MONSTER, alexsmobs:farseer,0,1,1
1570, jungle, biomeswevegone:fragment_jungle, MONSTER, alexsmobs:farseer,0,1,1
1571, forest, biomeswevegone:frosted_coniferous_forest, MONSTER, alexsmobs:farseer,0,1,1
1572, icy, biomeswevegone:frosted_taiga, MONSTER, alexsmobs:farseer,0,1,1
1573, forest, biomeswevegone:howling_peaks, MONSTER, alexsmobs:farseer,0,1,1
1574, savanna, biomeswevegone:ironwood_gour, MONSTER, alexsmobs:farseer,0,1,1
1575, jungle, biomeswevegone:jacaranda_jungle, MONSTER, alexsmobs:farseer,0,1,1
1576, ocean, biomeswevegone:lush_stacks, MONSTER, alexsmobs:farseer,0,1,1
1577, taiga, biomeswevegone:maple_taiga, MONSTER, alexsmobs:farseer,0,1,1
1578, desert, biomeswevegone:mojave_desert, MONSTER, alexsmobs:farseer,0,1,1
1579, forest, biomeswevegone:orchard, MONSTER, alexsmobs:farseer,0,1,1
1580, forest, biomeswevegone:overgrowth_woodlands, MONSTER, alexsmobs:farseer,0,1,1
1581, none, biomeswevegone:prairie, MONSTER, alexsmobs:farseer,0,1,1
1582, none, biomeswevegone:pumpkin_valley, MONSTER, alexsmobs:farseer,0,1,1
1583, beach, biomeswevegone:rainbow_beach, MONSTER, alexsmobs:farseer,0,1,1
1584, badlands, biomeswevegone:red_rock_valley, MONSTER, alexsmobs:farseer,0,1,1
1585, forest, biomeswevegone:redwood_thicket, MONSTER, alexsmobs:farseer,0,1,1
1586, none, biomeswevegone:rose_fields, MONSTER, alexsmobs:farseer,0,1,1
1587, desert, biomeswevegone:rugged_badlands, MONSTER, alexsmobs:farseer,0,1,1
1588, forest, biomeswevegone:sakura_grove, MONSTER, alexsmobs:farseer,0,1,1
1589, none, biomeswevegone:shattered_glacier, MONSTER, alexsmobs:farseer,0,1,1
1590, badlands, biomeswevegone:sierra_badlands, MONSTER, alexsmobs:farseer,0,1,1
1591, forest, biomeswevegone:skyrise_vale, MONSTER, alexsmobs:farseer,0,1,1
1592, plains, biomeswevegone:temperate_grove, MONSTER, alexsmobs:farseer,0,1,1
1593, jungle, biomeswevegone:tropical_rainforest, MONSTER, alexsmobs:farseer,0,1,1
1594, forest, biomeswevegone:weeping_witch_forest, MONSTER, alexsmobs:farseer,0,1,1
1595, none, biomeswevegone:white_mangrove_marshes, MONSTER, alexsmobs:farseer,0,1,1
1596, none, biomeswevegone:windswept_desert, MONSTER, alexsmobs:farseer,0,1,1
1597, forest, biomeswevegone:zelkova_forest, MONSTER, alexsmobs:farseer,0,1,1
1598, none, blueprint:original_source_marker, MONSTER, alexsmobs:farseer,0,1,1
1599, none, galosphere:crystal_canyons, MONSTER, alexsmobs:farseer,0,1,1
1600, none, galosphere:lichen_caves, MONSTER, alexsmobs:farseer,0,1,1
1601, none, galosphere:pink_salt_caves, MONSTER, alexsmobs:farseer,0,1,1
1602, none, goodending:marshy_swamp, MONSTER, alexsmobs:farseer,0,1,1
1603, forest, goodending:oak_hammock_forest, MONSTER, alexsmobs:farseer,0,1,1
1604, badlands, minecraft:badlands, MONSTER, alexsmobs:farseer,0,1,1
1605, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:farseer,0,1,1
1606, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:farseer,0,1,1
1607, beach, minecraft:beach, MONSTER, alexsmobs:farseer,0,1,1
1608, forest, minecraft:birch_forest, MONSTER, alexsmobs:farseer,0,1,1
1609, extreme_hills, minecraft:cherry_grove, MONSTER, alexsmobs:farseer,0,1,1
1610, ocean, minecraft:cold_ocean, MONSTER, alexsmobs:farseer,0,1,1
1611, nether, minecraft:crimson_forest, MONSTER, alexsmobs:farseer,0,1,1
1612, forest, minecraft:dark_forest, MONSTER, alexsmobs:farseer,0,1,1
1613, ocean, minecraft:deep_cold_ocean, MONSTER, alexsmobs:farseer,0,1,1
1614, none, minecraft:deep_dark, MONSTER, alexsmobs:farseer,0,1,1
1615, ocean, minecraft:deep_frozen_ocean, MONSTER, alexsmobs:farseer,0,1,1
1616, ocean, minecraft:deep_lukewarm_ocean, MONSTER, alexsmobs:farseer,0,1,1
1617, ocean, minecraft:deep_ocean, MONSTER, alexsmobs:farseer,0,1,1
1618, desert, minecraft:desert, MONSTER, alexsmobs:farseer,0,1,1
1619, none, minecraft:dripstone_caves, MONSTER, alexsmobs:farseer,0,1,1
1620, the_end, minecraft:end_barrens, MONSTER, alexsmobs:farseer,0,1,1
1621, the_end, minecraft:end_highlands, MONSTER, alexsmobs:farseer,0,1,1
1622, the_end, minecraft:end_midlands, MONSTER, alexsmobs:farseer,0,1,1
1623, badlands, minecraft:eroded_badlands, MONSTER, alexsmobs:farseer,0,1,1
1624, forest, minecraft:flower_forest, MONSTER, alexsmobs:farseer,0,1,1
1625, forest, minecraft:forest, MONSTER, alexsmobs:farseer,0,1,1
1626, ocean, minecraft:frozen_ocean, MONSTER, alexsmobs:farseer,0,1,1
1627, extreme_hills, minecraft:frozen_peaks, MONSTER, alexsmobs:farseer,0,1,1
1628, river, minecraft:frozen_river, MONSTER, alexsmobs:farseer,0,1,1
1629, forest, minecraft:grove, MONSTER, alexsmobs:farseer,0,1,1
1630, none, minecraft:ice_spikes, MONSTER, alexsmobs:farseer,0,1,1
1631, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:farseer,0,1,1
1632, jungle, minecraft:jungle, MONSTER, alexsmobs:farseer,0,1,1
1633, ocean, minecraft:lukewarm_ocean, MONSTER, alexsmobs:farseer,0,1,1
1634, none, minecraft:lush_caves, MONSTER, alexsmobs:farseer,0,1,1
1635, swamp, minecraft:mangrove_swamp, MONSTER, alexsmobs:farseer,0,1,1
1636, plains, minecraft:meadow, MONSTER, alexsmobs:farseer,0,1,1
1637, nether, minecraft:nether_wastes, MONSTER, alexsmobs:farseer,0,1,1
