"Registry name","Map color (hex)","Map color (int)"
"dtbloomingnature:ebony_sapling","#007C00","31744"
"dtbloomingnature:fan_palm_branch","#8F7748","9402184"
"dtbloomingnature:fan_palm_leaves","#007C00","31744"
"dtbloomingnature:fan_palm_sapling","#007C00","31744"
"dtbloomingnature:fir_branch","#8F7748","9402184"
"dtbloomingnature:fir_leaves","#007C00","31744"
"dtbloomingnature:fir_sapling","#007C00","31744"
"dtbloomingnature:larch_branch","#8F7748","9402184"
"dtbloomingnature:larch_leaves","#007C00","31744"
"dtbloomingnature:larch_sapling","#007C00","31744"
"dtbloomingnature:stripped_aspen_branch","#8F7748","9402184"
"dtbloomingnature:stripped_baobab_branch","#8F7748","9402184"
"dtbloomingnature:stripped_chestnut_branch","#8F7748","9402184"
"dtbloomingnature:stripped_ebony_branch","#8F7748","9402184"
"dtbloomingnature:stripped_fan_palm_branch","#8F7748","9402184"
"dtbloomingnature:stripped_fir_branch","#8F7748","9402184"
"dtbloomingnature:stripped_larch_branch","#8F7748","9402184"
"dtbloomingnature:stripped_swamp_cypress_branch","#8F7748","9402184"
"dtbloomingnature:stripped_swamp_oak_branch","#8F7748","9402184"
"dtbloomingnature:swamp_cypress_branch","#8F7748","9402184"
"dtbloomingnature:swamp_cypress_leaves","#007C00","31744"
"dtbloomingnature:swamp_cypress_sapling","#007C00","31744"
"dtbloomingnature:swamp_oak_branch","#8F7748","9402184"
"dtbloomingnature:swamp_oak_leaves","#007C00","31744"
"dtbloomingnature:swamp_oak_sapling","#007C00","31744"
"dtbop:acacia_twiglet_leaves","#007C00","31744"
"dtbop:acacia_undergrowth_leaves","#007C00","31744"
"dtbop:cypress_willow_leaves","#007C00","31744"
"dtbop:dark_oak_twiglet_leaves","#007C00","31744"
"dtbop:dark_poplar_leaves","#007C00","31744"
"dtbop:dark_poplar_sapling","#007C00","31744"
"dtbop:dead_branch","#8F7748","9402184"
"dtbop:dying_leaves","#007C00","31744"
"dtbop:dying_sapling","#007C00","31744"
"dtbop:fir_branch","#8F7748","9402184"
"dtbop:fir_leaves","#007C00","31744"
"dtbop:fir_sapling","#007C00","31744"
"dtbop:flowering_oak_leaves","#007C00","31744"
"dtbop:flowering_oak_sapling","#007C00","31744"
"dtbop:flowering_oak_undergrowth_leaves","#007C00","31744"
"dtbop:glowshroom_cap","#8F7748","9402184"
"dtbop:glowshroom_cap_center","#8F7748","9402184"
"dtbop:glowshroom_sapling","#007C00","31744"
"dtbop:hellbark_branch","#8F7748","9402184"
"dtbop:hellbark_bush_leaves","#007C00","31744"
"dtbop:hellbark_leaves","#007C00","31744"
"dtbop:hellbark_sapling","#007C00","31744"
"dtbop:jacaranda_branch","#8F7748","9402184"
"dtbop:jacaranda_leaves","#007C00","31744"
"dtbop:jacaranda_sapling","#007C00","31744"
"dtbop:jungle_twiglet_leaves","#007C00","31744"
"dtbop:magic_branch","#8F7748","9402184"
"dtbop:magic_poplar_leaves","#007C00","31744"
"dtbop:magic_poplar_sapling","#007C00","31744"
"dtbop:mahogany_branch","#8F7748","9402184"
"dtbop:mahogany_leaves","#007C00","31744"
"dtbop:mahogany_sapling","#007C00","31744"
"dtbop:maple_leaves","#007C00","31744"
"dtbop:maple_sapling","#007C00","31744"
"dtbop:maple_twiglet_leaves","#007C00","31744"
"dtbop:mega_dark_oak_leaves","#007C00","31744"
"dtbop:oak_twiglet_leaves","#007C00","31744"
"dtbop:orange_autumn_leaves","#007C00","31744"
"dtbop:orange_autumn_sapling","#007C00","31744"
"dtbop:palm_branch","#8F7748","9402184"
"dtbop:palm_leaves","#007C00","31744"
"dtbop:palm_sapling","#007C00","31744"
"dtbop:poplar_leaves","#007C00","31744"
"dtbop:poplar_sapling","#007C00","31744"
"dtbop:rainbow_birch_leaves","#007C00","31744"
"dtbop:rainbow_birch_sapling","#007C00","31744"
"dtbop:redwood_branch","#8F7748","9402184"
"dtbop:redwood_leaves","#007C00","31744"
"dtbop:redwood_root","#8F7748","9402184"
"dtbop:redwood_sapling","#007C00","31744"
"dtbop:rooty_black_sand","#976D4D","9923917"
"dtbop:rooty_dried_salt","#976D4D","9923917"
"dtbop:rooty_glowing_moss_block","#976D4D","9923917"
"dtbop:rooty_mossy_black_sand","#976D4D","9923917"
"dtbop:rooty_orange_sand","#976D4D","9923917"
"dtbop:rooty_origin_grass_block","#976D4D","9923917"
"dtbop:rooty_white_sand","#976D4D","9923917"
"dtbop:silk_undergrowth_web","#007C00","31744"
"dtbop:silk_web","#007C00","31744"
"dtbop:snowblossom_leaves","#007C00","31744"
"dtbop:snowblossom_sapling","#007C00","31744"
"dtbop:sparse_acacia_leaves","#007C00","31744"
"dtbop:sparse_oak_leaves","#007C00","31744"
"dtbop:spruce_poplar_leaves","#007C00","31744"
"dtbop:spruce_poplar_sapling","#007C00","31744"
"dtbop:spruce_twiglet_leaves","#007C00","31744"
"dtbop:spruce_undergrowth_leaves","#007C00","31744"
"dtbop:stripped_dead_branch","#8F7748","9402184"
"dtbop:stripped_fir_branch","#8F7748","9402184"
"dtbop:stripped_hellbark_branch","#8F7748","9402184"
"dtbop:stripped_jacaranda_branch","#8F7748","9402184"
"dtbop:stripped_magic_branch","#8F7748","9402184"
"dtbop:stripped_mahogany_branch","#8F7748","9402184"
"dtbop:stripped_palm_branch","#8F7748","9402184"
"dtbop:stripped_redwood_branch","#8F7748","9402184"
"dtbop:stripped_umbran_branch","#8F7748","9402184"
"dtbop:stripped_willow_branch","#8F7748","9402184"
"dtbop:toadstool_cap","#8F7748","9402184"
"dtbop:toadstool_cap_center","#8F7748","9402184"
"dtbop:toadstool_sapling","#007C00","31744"
"dtbop:umbran_branch","#8F7748","9402184"
"dtbop:umbran_leaves","#007C00","31744"
"dtbop:umbran_sapling","#007C00","31744"
"dtbop:willow_branch","#8F7748","9402184"
"dtbop:willow_leaves","#007C00","31744"
"dtbop:willow_sapling","#007C00","31744"
"dtbop:yellow_autumn_leaves","#007C00","31744"
"dtbop:yellow_autumn_sapling","#007C00","31744"
"dtecologics:azalea_branch","#8F7748","9402184"
"dtecologics:coconut","#007C00","31744"
"dtecologics:coconut_branch","#8F7748","9402184"
"dtecologics:coconut_leaves","#007C00","31744"
"dtecologics:coconut_sapling","#007C00","31744"
"dtecologics:prickly_pear","#007C00","31744"
"dtecologics:prickly_pear_cactus_sapling","#007C00","31744"
"dtecologics:stripped_azalea_branch","#8F7748","9402184"
"dtecologics:stripped_coconut_branch","#8F7748","9402184"
"dtecologics:stripped_walnut_branch","#8F7748","9402184"
"dtecologics:walnut","#007C00","31744"
"dtecologics:walnut_branch","#8F7748","9402184"
"dtecologics:walnut_leaves","#007C00","31744"
"dtecologics:walnut_sapling","#007C00","31744"
"dtfruitfulfun:cherry","#007C00","31744"
"dtfruitfulfun:cherry_leaves","#007C00","31744"
"dtfruitfulfun:cherry_sapling","#007C00","31744"
"dtfruitfulfun:citron","#007C00","31744"
"dtfruitfulfun:citron_branch","#8F7748","9402184"
"dtfruitfulfun:citron_leaves","#007C00","31744"
"dtfruitfulfun:citron_sapling","#007C00","31744"
"dtfruitfulfun:grapefruit","#007C00","31744"
"dtfruitfulfun:grapefruit_branch","#8F7748","9402184"
"dtfruitfulfun:grapefruit_leaves","#007C00","31744"
"dtfruitfulfun:grapefruit_sapling","#007C00","31744"
"dtfruitfulfun:lemon","#007C00","31744"
"dtfruitfulfun:lemon_branch","#8F7748","9402184"
"dtfruitfulfun:lemon_leaves","#007C00","31744"
"dtfruitfulfun:lemon_sapling","#007C00","31744"
"dtfruitfulfun:lime","#007C00","31744"
"dtfruitfulfun:lime_branch","#8F7748","9402184"
"dtfruitfulfun:lime_leaves","#007C00","31744"
"dtfruitfulfun:lime_sapling","#007C00","31744"
"dtfruitfulfun:orange","#007C00","31744"
"dtfruitfulfun:orange_branch","#8F7748","9402184"
"dtfruitfulfun:orange_leaves","#007C00","31744"
"dtfruitfulfun:orange_sapling","#007C00","31744"
"dtfruitfulfun:pomegranate","#007C00","31744"
"dtfruitfulfun:pomegranate_leaves","#007C00","31744"
"dtfruitfulfun:pomegranate_sapling","#007C00","31744"
"dtfruitfulfun:pomelo","#007C00","31744"
"dtfruitfulfun:pomelo_branch","#8F7748","9402184"
"dtfruitfulfun:pomelo_leaves","#007C00","31744"
"dtfruitfulfun:pomelo_sapling","#007C00","31744"
"dtfruitfulfun:redlove","#007C00","31744"
"dtfruitfulfun:redlove_branch","#8F7748","9402184"
"dtfruitfulfun:redlove_leaves","#007C00","31744"
"dtfruitfulfun:redlove_sapling","#007C00","31744"
"dtfruitfulfun:stripped_citron_branch","#8F7748","9402184"
"dtfruitfulfun:stripped_grapefruit_branch","#8F7748","9402184"
"dtfruitfulfun:stripped_lemon_branch","#8F7748","9402184"
"dtfruitfulfun:stripped_lime_branch","#8F7748","9402184"
"dtfruitfulfun:stripped_orange_branch","#8F7748","9402184"
"dtfruitfulfun:stripped_pomelo_branch","#8F7748","9402184"
"dtfruitfulfun:stripped_redlove_branch","#8F7748","9402184"
"dtfruitfulfun:stripped_tangerine_branch","#8F7748","9402184"
"dtfruitfulfun:tangerine","#007C00","31744"
"dtfruitfulfun:tangerine_branch","#8F7748","9402184"
"dtfruitfulfun:tangerine_leaves","#007C00","31744"
"dtfruitfulfun:tangerine_sapling","#007C00","31744"
"dtquark:ancient_branch","#8F7748","9402184"
"dtquark:ancient_fruit","#007C00","31744"
"dtquark:ancient_leaves","#007C00","31744"
"dtquark:ancient_sapling","#007C00","31744"
"dtquark:azalea_branch","#8F7748","9402184"
"dtquark:blossom_branch","#8F7748","9402184"
"dtquark:fiery_blossom_leaves","#007C00","31744"
"dtquark:fiery_blossom_sapling","#007C00","31744"
"dtquark:frosty_blossom_leaves","#007C00","31744"
"dtquark:frosty_blossom_sapling","#007C00","31744"
"dtquark:glow_shroom_branch","#8F7748","9402184"
"dtquark:glow_shroom_cap","#8F7748","9402184"
"dtquark:glow_shroom_cap_center","#8F7748","9402184"
"dtquark:glow_shroom_sapling","#007C00","31744"
"dtquark:serene_blossom_leaves","#007C00","31744"
"dtquark:serene_blossom_sapling","#007C00","31744"
"dtquark:stripped_ancient_branch","#8F7748","9402184"
"dtquark:stripped_azalea_branch","#8F7748","9402184"
"dtquark:stripped_blossom_branch","#8F7748","9402184"
"dtquark:sunny_blossom_leaves","#007C00","31744"
"dtquark:sunny_blossom_sapling","#007C00","31744"
"dtquark:warm_blossom_leaves","#007C00","31744"
"dtquark:warm_blossom_sapling","#007C00","31744"
"dtterralith:acacia_amethyst_leaves","#007C00","31744"
"dtterralith:acacia_bush_leaves","#007C00","31744"
"dtterralith:acacia_conifer_leaves","#007C00","31744"
"dtterralith:acacia_deciduous_leaves","#007C00","31744"
"dtterralith:acacia_kapok_leaves","#007C00","31744"
"dtterralith:acacia_poplar_leaves","#007C00","31744"
"dtterralith:acacia_sparse_leaves","#007C00","31744"
"dtterralith:acacia_twiglet_leaves","#007C00","31744"
"dtterralith:acacia_windswept_leaves","#007C00","31744"
"dtterralith:amethyst_sapling","#007C00","31744"
"dtterralith:ancient_sapling","#007C00","31744"
"dtterralith:azalea_bush_leaves","#007C00","31744"
"dtterralith:azalea_canopy_leaves","#007C00","31744"
"dtterralith:azalea_ebony_leaves","#007C00","31744"
"dtterralith:azalea_mahogany_leaves","#007C00","31744"
"dtterralith:azalea_mangrove_leaves","#007C00","31744"
"dtterralith:azalea_oasis_leaves","#007C00","31744"
"dtterralith:birch_conifer_leaves","#007C00","31744"
"dtterralith:birch_pine_sapling","#007C00","31744"
"dtterralith:birch_poplar_leaves","#007C00","31744"
"dtterralith:birch_scruffy_conifer_leaves","#007C00","31744"
"dtterralith:birch_scruffy_leaves","#007C00","31744"
"dtterralith:birch_short_conifer_leaves","#007C00","31744"
"dtterralith:birch_sparse_leaves","#007C00","31744"
"dtterralith:birch_twilight_leaves","#007C00","31744"
"dtterralith:birch_windswept_leaves","#007C00","31744"
"dtterralith:black_poplar_sapling","#007C00","31744"
"dtterralith:blue_pine_sapling","#007C00","31744"
"dtterralith:cedar_sapling","#007C00","31744"
"dtterralith:cherry_bush_leaves","#007C00","31744"
"dtterralith:dark_oak_ancient_leaves","#007C00","31744"
"dtterralith:dark_oak_ancient_mirage_leaves","#007C00","31744"
"dtterralith:dark_oak_blue_conifer_leaves","#007C00","31744"
"dtterralith:dark_oak_canopy_leaves","#007C00","31744"
"dtterralith:dark_oak_canopy_mirage_leaves","#007C00","31744"
"dtterralith:dark_oak_jacaranda_leaves","#007C00","31744"
"dtterralith:dark_oak_maple_leaves","#007C00","31744"
"dtterralith:dark_oak_orange_conifer_leaves","#007C00","31744"
"dtterralith:dark_oak_red_azalea_leaves","#007C00","31744"
"dtterralith:dark_oak_red_conifer_leaves","#007C00","31744"
"dtterralith:dark_oak_red_maple_leaves","#007C00","31744"
"dtterralith:dark_oak_sakura_bush_leaves","#007C00","31744"
"dtterralith:dark_oak_sakura_leaves","#007C00","31744"
"dtterralith:dark_oak_wide_leaves","#007C00","31744"
"dtterralith:dwarf_pine_sapling","#007C00","31744"
"dtterralith:dwarf_spruce_sapling","#007C00","31744"
"dtterralith:ebony_sapling","#007C00","31744"
"dtterralith:flowering_azalea_canopy_leaves","#007C00","31744"
"dtterralith:flowering_azalea_mahogany_leaves","#007C00","31744"
"dtterralith:flowering_azalea_mangrove_leaves","#007C00","31744"
"dtterralith:flowering_azalea_oasis_leaves","#007C00","31744"
"dtterralith:jacaranda_sapling","#007C00","31744"
"dtterralith:jungle_jacaranda_leaves","#007C00","31744"
"dtterralith:jungle_sakura_leaves","#007C00","31744"
"dtterralith:jungle_sparse_leaves","#007C00","31744"
"dtterralith:jungle_windswept_leaves","#007C00","31744"
"dtterralith:kapok_sapling","#007C00","31744"
"dtterralith:larch_sapling","#007C00","31744"
"dtterralith:large_swamp_oak_sapling","#007C00","31744"
"dtterralith:lush_acacia_sapling","#007C00","31744"
"dtterralith:mangrove_scruffy_leaves","#007C00","31744"
"dtterralith:mangrove_sparse_leaves","#007C00","31744"
"dtterralith:maple_sapling","#007C00","31744"
"dtterralith:mirage_branch","#8F7748","9402184"
"dtterralith:mirage_sapling","#007C00","31744"
"dtterralith:moonlight_branch","#8F7748","9402184"
"dtterralith:moonlight_pine_sapling","#007C00","31744"
"dtterralith:moonlight_spruce_sapling","#007C00","31744"
"dtterralith:oak_conifer_leaves","#007C00","31744"
"dtterralith:oak_kapok_leaves","#007C00","31744"
"dtterralith:oak_scruffy_leaves","#007C00","31744"
"dtterralith:oak_scruffy_tall_conifer_leaves","#007C00","31744"
"dtterralith:oak_sparse_leaves","#007C00","31744"
"dtterralith:oak_tall_conifer_leaves","#007C00","31744"
"dtterralith:oak_twiglet_leaves","#007C00","31744"
"dtterralith:oak_twilight_leaves","#007C00","31744"
"dtterralith:oak_yellow_conifer_leaves","#007C00","31744"
"dtterralith:oasis_sapling","#007C00","31744"
"dtterralith:orange_pine_sapling","#007C00","31744"
"dtterralith:poplar_sapling","#007C00","31744"
"dtterralith:red_pine_sapling","#007C00","31744"
"dtterralith:sakura_sapling","#007C00","31744"
"dtterralith:silverleaf_poplar_sapling","#007C00","31744"
"dtterralith:spruce_bush_leaves","#007C00","31744"
"dtterralith:spruce_moonlight_leaves","#007C00","31744"
"dtterralith:spruce_poplar_leaves","#007C00","31744"
"dtterralith:spruce_round_leaves","#007C00","31744"
"dtterralith:spruce_short_conifer_leaves","#007C00","31744"
"dtterralith:spruce_sparse_leaves","#007C00","31744"
"dtterralith:spruce_tall_conifer_leaves","#007C00","31744"
"dtterralith:spruce_twiglet_leaves","#007C00","31744"
"dtterralith:swamp_birch_sapling","#007C00","31744"
"dtterralith:tall_dark_oak_leaves","#007C00","31744"
"dtupgradeaquatic:mulberry_fruit","#007C00","31744"
"dtupgradeaquatic:mulberry_sapling","#007C00","31744"
"dtupgradeaquatic:river_branch","#8F7748","9402184"
"dtupgradeaquatic:river_leaves","#007C00","31744"
"dtupgradeaquatic:stripped_river_branch","#8F7748","9402184"
"dtvinery:apple_branch","#8F7748","9402184"
"dtvinery:apple_leaves","#007C00","31744"
"dtvinery:apple_sapling","#007C00","31744"
"dtvinery:cherry","#007C00","31744"
"dtvinery:dark_cherry_branch","#8F7748","9402184"
"dtvinery:dark_cherry_leaves","#007C00","31744"
"dtvinery:dark_cherry_sapling","#007C00","31744"
"dtvinery:stripped_dark_cherry_branch","#8F7748","9402184"
"dynamictrees:acacia_branch","#8F7748","9402184"
"dynamictrees:acacia_leaves","#007C00","31744"
"dynamictrees:acacia_root","#8F7748","9402184"
"dynamictrees:acacia_sapling","#007C00","31744"
"dynamictrees:apple","#007C00","31744"
"dynamictrees:apple_oak_sapling","#007C00","31744"
"dynamictrees:azalea_leaves","#007C00","31744"
"dynamictrees:azalea_sapling","#007C00","31744"
"dynamictrees:birch_branch","#8F7748","9402184"
"dynamictrees:birch_leaves","#007C00","31744"
"dynamictrees:birch_sapling","#007C00","31744"
"dynamictrees:cherry_branch","#8F7748","9402184"
"dynamictrees:cherry_leaves","#007C00","31744"
"dynamictrees:cherry_sapling","#007C00","31744"
"dynamictrees:cocoa","#007C00","31744"
"dynamictrees:cocoa_sapling","#007C00","31744"
"dynamictrees:crimson_branch","#3A8E8C","3837580"
"dynamictrees:crimson_sapling","#007C00","31744"
"dynamictrees:crimson_wart","#7FB238","8368696"
"dynamictrees:dark_oak_branch","#8F7748","9402184"
"dynamictrees:dark_oak_leaves","#007C00","31744"
"dynamictrees:dark_oak_root","#8F7748","9402184"
"dynamictrees:dark_oak_sapling","#007C00","31744"
"dynamictrees:flowering_azalea_leaves","#007C00","31744"
"dynamictrees:jungle_branch","#8F7748","9402184"
"dynamictrees:jungle_leaves","#007C00","31744"
"dynamictrees:jungle_root","#8F7748","9402184"
"dynamictrees:jungle_sapling","#007C00","31744"
"dynamictrees:jungle_undergrowth_leaves","#007C00","31744"
"dynamictrees:mangrove_branch","#8F7748","9402184"
"dynamictrees:mangrove_leaves","#007C00","31744"
"dynamictrees:mangrove_roots","#8F7748","9402184"
"dynamictrees:mangrove_sapling","#007C00","31744"
"dynamictrees:mega_spruce_sapling","#007C00","31744"
"dynamictrees:oak_branch","#8F7748","9402184"
"dynamictrees:oak_leaves","#007C00","31744"
"dynamictrees:oak_root","#8F7748","9402184"
"dynamictrees:oak_sapling","#007C00","31744"
"dynamictrees:oak_undergrowth_leaves","#007C00","31744"
"dynamictrees:potted_sapling","#000000","0"
"dynamictrees:rooty_brown_terracotta","#976D4D","9923917"
"dynamictrees:rooty_coarse_dirt","#976D4D","9923917"
"dynamictrees:rooty_crimson_nylium","#976D4D","9923917"
"dynamictrees:rooty_dirt","#976D4D","9923917"
"dynamictrees:rooty_end_stone","#976D4D","9923917"
"dynamictrees:rooty_grass_block","#976D4D","9923917"
"dynamictrees:rooty_gravel","#976D4D","9923917"
"dynamictrees:rooty_light_gray_terracotta","#976D4D","9923917"
"dynamictrees:rooty_mangrove_aerial_roots","#976D4D","9923917"
"dynamictrees:rooty_moss","#976D4D","9923917"
"dynamictrees:rooty_moss_block","#976D4D","9923917"
"dynamictrees:rooty_mud","#976D4D","9923917"
"dynamictrees:rooty_mycelium","#976D4D","9923917"
"dynamictrees:rooty_netherrack","#976D4D","9923917"
"dynamictrees:rooty_orange_terracotta","#976D4D","9923917"
"dynamictrees:rooty_podzol","#976D4D","9923917"
"dynamictrees:rooty_red_sand","#976D4D","9923917"
"dynamictrees:rooty_red_terracotta","#976D4D","9923917"
"dynamictrees:rooty_rooted_dirt","#976D4D","9923917"
"dynamictrees:rooty_sand","#976D4D","9923917"
"dynamictrees:rooty_soul_sand","#976D4D","9923917"
"dynamictrees:rooty_soul_soil","#976D4D","9923917"
"dynamictrees:rooty_terracotta","#976D4D","9923917"
"dynamictrees:rooty_warped_nylium","#976D4D","9923917"
"dynamictrees:rooty_water","#4040FF","4210943"
"dynamictrees:rooty_white_terracotta","#976D4D","9923917"
"dynamictrees:rooty_yellow_terracotta","#976D4D","9923917"
"dynamictrees:spruce_branch","#8F7748","9402184"
"dynamictrees:spruce_leaves","#007C00","31744"
"dynamictrees:spruce_root","#8F7748","9402184"
"dynamictrees:spruce_sapling","#007C00","31744"
"dynamictrees:stripped_acacia_branch","#8F7748","9402184"
"dynamictrees:stripped_birch_branch","#8F7748","9402184"
"dynamictrees:stripped_cherry_branch","#8F7748","9402184"
"dynamictrees:stripped_crimson_branch","#3A8E8C","3837580"
"dynamictrees:stripped_dark_oak_branch","#8F7748","9402184"
"dynamictrees:stripped_jungle_branch","#8F7748","9402184"
"dynamictrees:stripped_mangrove_branch","#8F7748","9402184"
"dynamictrees:stripped_oak_branch","#8F7748","9402184"
"dynamictrees:stripped_spruce_branch","#8F7748","9402184"
"dynamictrees:stripped_warped_branch","#3A8E8C","3837580"
"dynamictrees:swamp_oak_sapling","#007C00","31744"
"dynamictrees:tall_birch_sapling","#007C00","31744"
"dynamictrees:trunk_shell","#000000","0"
"dynamictrees:warped_branch","#3A8E8C","3837580"
"dynamictrees:warped_sapling","#007C00","31744"
"dynamictrees:warped_wart","#7FB238","8368696"
"dynamictreesplus:brown_mushroom_cap","#8F7748","9402184"
"dynamictreesplus:brown_mushroom_cap_center","#8F7748","9402184"
"dynamictreesplus:brown_mushroom_sapling","#007C00","31744"
"dynamictreesplus:cactus_branch","#007C00","31744"
"dynamictreesplus:mushroom_branch","#8F7748","9402184"
"dynamictreesplus:pillar_cactus_sapling","#007C00","31744"
"dynamictreesplus:pipe_cactus_sapling","#007C00","31744"
"dynamictreesplus:red_mushroom_cap","#8F7748","9402184"
"dynamictreesplus:red_mushroom_cap_center","#8F7748","9402184"
"dynamictreesplus:red_mushroom_sapling","#007C00","31744"
"dynamictreesplus:rooty_deepslate","#976D4D","9923917"
"dynamictreesplus:rooty_stone","#976D4D","9923917"
"dynamictreesplus:saguaro_cactus_sapling","#007C00","31744"
"dynamictreesplus:saguaro_fruit","#007C00","31744"
"easy_emerald:ruby_block","#000000","0"
"easy_paper:bamboo_block","#000000","0"
"easy_paper:compressed_leaves","#000000","0"
"ecologics:azalea_button","#000000","0"
"ecologics:azalea_door","#8F7748","9402184"
"ecologics:azalea_fence","#8F7748","9402184"
"ecologics:azalea_fence_gate","#8F7748","9402184"
"ecologics:azalea_flower","#000000","0"
"ecologics:azalea_hanging_sign","#000000","0"
"ecologics:azalea_log","#8F7748","9402184"
"ecologics:azalea_planks","#8F7748","9402184"
"ecologics:azalea_pressure_plate","#8F7748","9402184"
"ecologics:azalea_sign","#000000","0"
"ecologics:azalea_slab","#8F7748","9402184"
"ecologics:azalea_stairs","#8F7748","9402184"
"ecologics:azalea_trapdoor","#8F7748","9402184"
"ecologics:azalea_wall_hanging_sign","#000000","0"
"ecologics:azalea_wall_sign","#000000","0"
"ecologics:azalea_wood","#8F7748","9402184"
"ecologics:coconut","#000000","0"
"ecologics:coconut_button","#000000","0"
"ecologics:coconut_door","#8F7748","9402184"
"ecologics:coconut_fence","#8F7748","9402184"
"ecologics:coconut_fence_gate","#8F7748","9402184"
"ecologics:coconut_hanging_sign","#000000","0"
"ecologics:coconut_leaves","#007C00","31744"
"ecologics:coconut_log","#8F7748","9402184"
"ecologics:coconut_planks","#8F7748","9402184"
"ecologics:coconut_pressure_plate","#8F7748","9402184"
"ecologics:coconut_seedling","#000000","0"
"ecologics:coconut_sign","#000000","0"
"ecologics:coconut_slab","#8F7748","9402184"
"ecologics:coconut_stairs","#8F7748","9402184"
"ecologics:coconut_trapdoor","#8F7748","9402184"
"ecologics:coconut_wall_hanging_sign","#000000","0"
"ecologics:coconut_wall_sign","#000000","0"
"ecologics:coconut_wood","#8F7748","9402184"
"ecologics:flowering_azalea_door","#8F7748","9402184"
"ecologics:flowering_azalea_fence","#8F7748","9402184"
"ecologics:flowering_azalea_fence_gate","#8F7748","9402184"
"ecologics:flowering_azalea_hanging_sign","#000000","0"
"ecologics:flowering_azalea_log","#8F7748","9402184"
"ecologics:flowering_azalea_planks","#8F7748","9402184"
"ecologics:flowering_azalea_sign","#000000","0"
"ecologics:flowering_azalea_slab","#8F7748","9402184"
"ecologics:flowering_azalea_stairs","#8F7748","9402184"
"ecologics:flowering_azalea_trapdoor","#8F7748","9402184"
"ecologics:flowering_azalea_wall_hanging_sign","#000000","0"
"ecologics:flowering_azalea_wall_sign","#000000","0"
"ecologics:flowering_azalea_wood","#8F7748","9402184"
"ecologics:hanging_coconut","#000000","0"
"ecologics:ice_brick_slab","#000000","0"
"ecologics:ice_brick_stairs","#000000","0"
"ecologics:ice_brick_wall","#000000","0"
"ecologics:ice_bricks","#000000","0"
"ecologics:moss_layer","#667F33","6717235"
"ecologics:pot","#D87F33","14188339"
"ecologics:potted_azalea_flower","#000000","0"
"ecologics:potted_coconut_seedling","#000000","0"
"ecologics:potted_walnut_sapling","#000000","0"
"ecologics:prickly_pear","#000000","0"
"ecologics:sandcastle","#F7E9A3","16247203"
"ecologics:seashell","#664C33","6704179"
"ecologics:seashell_block","#664C33","6704179"
"ecologics:seashell_tile_slab","#664C33","6704179"
"ecologics:seashell_tile_stairs","#664C33","6704179"
"ecologics:seashell_tile_wall","#664C33","6704179"
"ecologics:seashell_tiles","#664C33","6704179"
"ecologics:snow_brick_slab","#000000","0"
"ecologics:snow_brick_stairs","#000000","0"
"ecologics:snow_brick_wall","#000000","0"
"ecologics:snow_bricks","#000000","0"
"ecologics:stripped_azalea_log","#8F7748","9402184"
"ecologics:stripped_azalea_wood","#8F7748","9402184"
"ecologics:stripped_coconut_log","#8F7748","9402184"
"ecologics:stripped_coconut_wood","#8F7748","9402184"
"ecologics:stripped_walnut_log","#8F7748","9402184"
"ecologics:stripped_walnut_wood","#8F7748","9402184"
"ecologics:surface_moss","#667F33","6717235"
"ecologics:thin_ice","#000000","0"
"ecologics:walnut_button","#000000","0"
"ecologics:walnut_door","#8F7748","9402184"
"ecologics:walnut_fence","#8F7748","9402184"
"ecologics:walnut_fence_gate","#8F7748","9402184"
"ecologics:walnut_hanging_sign","#000000","0"
"ecologics:walnut_leaves","#007C00","31744"
"ecologics:walnut_log","#8F7748","9402184"
"ecologics:walnut_planks","#8F7748","9402184"
"ecologics:walnut_pressure_plate","#8F7748","9402184"
"ecologics:walnut_sapling","#007C00","31744"
"ecologics:walnut_sign","#000000","0"
"ecologics:walnut_slab","#8F7748","9402184"
"ecologics:walnut_stairs","#8F7748","9402184"
"ecologics:walnut_trapdoor","#8F7748","9402184"
"ecologics:walnut_wall_hanging_sign","#000000","0"
"ecologics:walnut_wall_sign","#000000","0"
"ecologics:walnut_wood","#8F7748","9402184"
"eggdelight:bacon_omelet_egg_pan","#000000","0"
"eggdelight:bacon_omelet_egg_pan_tray","#000000","0"
"eggdelight:beef_omelet_egg_pan","#000000","0"
"eggdelight:beef_omelet_egg_pan_tray","#000000","0"
"eggdelight:chicken_omelet_egg_pan","#000000","0"
"eggdelight:chicken_omelet_egg_pan_tray","#000000","0"
"eggdelight:cod_omelet_egg_pan","#000000","0"
"eggdelight:cod_omelet_egg_pan_tray","#000000","0"
"eggdelight:egg_pan","#000000","0"
"eggdelight:egg_pan_with_tray","#000000","0"
"eggdelight:egg_pie","#000000","0"
"eggdelight:egg_pie_slice_1","#000000","0"
"eggdelight:egg_pie_slice_2","#000000","0"
"eggdelight:egg_pie_slice_3","#000000","0"
"eggdelight:mutton_omelet_egg_pan","#000000","0"
"eggdelight:mutton_omelet_egg_pan_tray","#000000","0"
"eggdelight:omelet","#000000","0"
"eggdelight:omelet_tray","#000000","0"
"eggdelight:omurice_egg_pan","#000000","0"
"eggdelight:omurice_egg_pan_tray","#000000","0"
"eggdelight:raw_omelet","#000000","0"
"eggdelight:raw_omelet_tray","#000000","0"
