"Registry name","Display name","Hunger","Saturation","Is meat","Fast to eat","Tags","Effects"
"croptopia:banana_nut_bread","Banana Nut Bread",10,1.2,"false","false","forge:banana_nut_breads, nourish:carbohydrates, nourish:fruit, croptopia:advancements_food_crafted, nourish:fats, nourish:sweets, croptopia:advancements_food_big",""
"croptopia:banana_smoothie","Banana Smoothie",5,0.6,"false","true","dehydration:hydrating_drinks, nourish:fruit, croptopia:advancements_drinks, nourish:sweets, forge:banana_smoothies",""
"croptopia:barley","Barley",1,0.1,"false","false","forge:crops, forge:grain/barley, forge:barley, forge:grain, croptopia:flourable, cookyourfood:raw_food_light, forge:crops/barley, nourish:carbohydrates",""
"croptopia:basil","Basil",1,0.1,"false","false","forge:basil, forge:crops, forge:crops/basil",""
"croptopia:beef_jerky","Beef Jerky",5,1.2,"true","false","nourish:protein, forge:beef_jerkies, salt:can_be_salted, wildernature:can_be_truffled, origins:meat, croptopia:advancements_food_crafted",""
"croptopia:beef_stew","Beef Stew",14,1.4,"false","false","origins:meat, wildernature:can_be_truffled, croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted, nourish:vegetables",""
"croptopia:beef_stir_fry","Beef Stir Fry",14,1.4,"false","false","origins:meat, wildernature:can_be_truffled, croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted, nourish:vegetables",""
"croptopia:beef_wellington","Beef Wellington",18,1.1,"false","false","origins:meat, forge:beef_wellington, wildernature:can_be_truffled, croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted",""
"croptopia:beer","Beer",7,1.2,"false","true","forge:beers, dehydration:hydrating_drinks, croptopia:advancements_drinks, origins:ignore_diet, nourish:carbohydrates",""
"croptopia:beetroot_salad","Beetroot Salad",10,1.2,"false","false","forge:beetroot_salads, croptopia:advancements_food_crafted, salt:can_be_salted, wildernature:can_be_truffled",""
"croptopia:bellpepper","Bell Pepper",1,0.1,"false","false","minecraft:fox_food, forge:fruits, croptopia:peppers, forge:fruits/bellpepper, c:fruits, forge:crops/bellpepper, forge:bellpeppers, forge:foods, nourish:vegetables, forge:crops, c:foods",""
"croptopia:blackbean","Black Bean",1,0.1,"false","false","forge:crops, forge:blackbeans, forge:crops/blackbean, nourish:protein",""
"croptopia:blackberry","Blackberry",1,0.1,"false","false","minecraft:fox_food, forge:fruits, forge:blackberries, nourish:fruit, forge:fruits/blackberry, c:fruits, forge:foods, forge:crops/blackberry, forge:crops, dehydration:hydrating_foods, c:foods",""
"croptopia:blackberry_jam","Blackberry Jam",3,0.5,"false","true","forge:blackberry_jams, forge:jams/blackberry_jam, create:upright_on_belt, croptopia:advancements_food_crafted, nourish:sweets, nourish:fruit, forge:jams",""
"croptopia:blt","Bacon Lettuce Tomato Sandwich",10,1.2,"false","false","origins:meat, croptopia:advancements_food_crafted, salt:can_be_salted, nourish:vegetables, nourish:protein, wildernature:can_be_truffled, forge:blts, nourish:carbohydrates",""
"croptopia:blueberry","Blueberry",1,0.1,"false","false","minecraft:fox_food, forge:fruits, forge:blueberries, nourish:fruit, forge:crops/blueberry, forge:fruits/blueberry, c:fruits, forge:foods, forge:crops, dehydration:hydrating_foods, c:foods",""
"croptopia:blueberry_jam","Blueberry Jam",3,0.5,"false","true","forge:jams, forge:jams/blueberry_jam, create:upright_on_belt, forge:blueberry_jams, croptopia:advancements_food_crafted, nourish:sweets, nourish:fruit",""
"croptopia:borscht","Borscht",12,1.3,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, croptopia:advancements_food_big, salt:can_be_salted, forge:borscht",""
"croptopia:broccoli","Broccoli",1,0.1,"false","false","nourish:vegetables, forge:crops, forge:broccoli, forge:vegetables, forge:crops/broccoli, forge:vegetables/broccoli, nourish:protein",""
"croptopia:brownies","Brownies",10,1.2,"false","false","croptopia:advancements_food_big, nourish:sweets, nourish:carbohydrates, forge:brownies, nourish:fats, croptopia:advancements_food_crafted",""
"croptopia:burrito","Burrito",10,1.2,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, nourish:vegetables, salt:can_be_salted, nourish:carbohydrates",""
"croptopia:butter","Butter",3,0.6,"false","false","croptopia:advancements_food_crafted, forge:butters, cookyourfood:raw_food_light, nourish:fats",""
"croptopia:buttered_green_beans","Buttered Green Beans",10,1.2,"false","false","croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:vegetables, nourish:fats",""
"croptopia:buttered_toast","Buttered Toast",9,1.5,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, salt:can_be_salted, nourish:carbohydrates, forge:buttered_toasts",""
"croptopia:cabbage","Cabbage",1,0.1,"false","false","forge:crops/cabbage, forge:crops, forge:vegetables/cabbage, salt:can_be_salted, forge:vegetables, forge:cabbage, wildernature:can_be_truffled, nourish:vegetables",""
"croptopia:cabbage_roll","Cabbage Roll",14,1.4,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, croptopia:advancements_food_big, forge:cabbage_rolls, salt:can_be_salted",""
"croptopia:caesar_salad","Caesar Salad",10,1.2,"false","false","croptopia:advancements_food_big, salt:can_be_salted, wildernature:can_be_truffled, nourish:vegetables, forge:caesar_salads, croptopia:advancements_food_crafted",""
"croptopia:calamari","Calamari",1,0.2,"false","false","minecraft:fishes, quark:crab_tempt_items, alexsmobs:bald_eagle_foodstuffs, alexsmobs:caiman_foodstuffs, cookyourfood:raw_food_normal, forge:calamari, cold_sweat:chameleon/taming, alexsmobs:seal_offerings, alexsmobs:shoebill_foodstuffs, origins:meat, alexsmobs:platypus_foodstuffs",""
"croptopia:candied_kumquats","Candied Kumquats",6,1.2,"false","false","croptopia:advancements_food_big, forge:candied_kumquats, croptopia:advancements_food_crafted",""
"croptopia:candied_nuts","Candied Nuts",5,1.2,"false","false","croptopia:advancements_food_crafted, forge:candied_nuts",""
"croptopia:candy_corn","Candy Corn",5,1.2,"false","false","croptopia:advancements_food_crafted, forge:candy_corns, nourish:sweets, nourish:fats",""
"croptopia:cantaloupe","Cantaloupe",1,0.1,"false","false","forge:cantaloupes, dehydration:hydrating_foods, forge:crops, forge:fruits, c:fruits/sweet, forge:fruits/cantaloupe, c:foods, forge:fruits/sweet, minecraft:fox_food, forge:crops/cantaloupe, c:fruits, forge:foods, croptopia:melons, nourish:fruit, forge:melons",""
"croptopia:carnitas","Carnitas",10,1.2,"false","false","croptopia:advancements_food_big, origins:meat, croptopia:advancements_food_crafted, salt:can_be_salted, nourish:protein, wildernature:can_be_truffled, nourish:vegetables, nourish:carbohydrates",""
"croptopia:cashew","Cashew",1,0.1,"false","false","nourish:protein, forge:crops, forge:crops/cashew, forge:cashews, croptopia:nuts, nourish:fruit",""
"croptopia:cashew_chicken","Cashew Chicken",14,1.4,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, croptopia:advancements_food_big, forge:cashew_chickens, salt:can_be_salted",""
"croptopia:cauliflower","Cauliflower",1,0.1,"false","false","forge:crops, forge:vegetables/cauliflower, nourish:vegetables, forge:cauliflower, forge:vegetables, forge:crops/cauliflower",""
"croptopia:celery","Celery",1,0.1,"false","false","forge:celery, forge:crops, forge:vegetables/celery, nourish:vegetables, forge:vegetables, forge:crops/celery",""
"croptopia:cheese","Cheese",3,0.6,"false","false","forge:cheeses, nourish:protein, nourish:fats, croptopia:advancements_food_crafted, forge:cheese",""
"croptopia:cheese_cake","Cheese Cake",14,1.4,"false","false","croptopia:advancements_food_big, forge:cheese_cakes, nourish:sweets, nourish:fats",""
"croptopia:cheese_pizza","Cheese Pizza",14,1.4,"false","false","forge:cheese_pizzas, croptopia:advancements_food_big, croptopia:advancements_food_crafted, salt:can_be_salted, nourish:fats, nourish:protein, wildernature:can_be_truffled, nourish:carbohydrates",""
"croptopia:cheeseburger","Cheeseburger",10,1.2,"false","false","forge:cheeseburgers, origins:meat, croptopia:advancements_food_crafted, salt:can_be_salted, nourish:fats, nourish:protein, wildernature:can_be_truffled, nourish:carbohydrates",""
"croptopia:cheesy_asparagus","Cheesy Asparagus",10,1.2,"false","false","croptopia:advancements_food_crafted, salt:can_be_salted, wildernature:can_be_truffled, nourish:vegetables",""
"croptopia:cherry","Cherry",1,0.1,"false","false","forge:fruits/cherry, minecraft:fox_food, c:fruits, forge:crops/cherry, c:fruits/sweet, forge:crops, forge:fruits/sweet, forge:fruits, nourish:fruit, c:berries, c:foods, dehydration:hydrating_foods, forge:cherries, forge:foods, forge:berries, c:fruits/cherry",""
"croptopia:cherry_jam","Cherry Jam",3,0.5,"false","true","forge:jams, create:upright_on_belt, forge:cherry_jams, forge:jams/cherry_jam, croptopia:advancements_food_crafted, nourish:sweets, nourish:fruit",""
"croptopia:cherry_pie","Cherry Pie",10,1.2,"false","false","nourish:carbohydrates, nourish:fruit, forge:cherry_pies, croptopia:advancements_food_crafted, nourish:fats, nourish:sweets, croptopia:advancements_food_big",""
"croptopia:chicken_and_dumplings","Chicken and Dumplings",10,1.2,"false","false","origins:meat, wildernature:can_be_truffled, nourish:carbohydrates, forge:chicken_and_dumplings, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted",""
"croptopia:chicken_and_noodles","Chicken and Noodles",10,1.2,"false","false","croptopia:advancements_food_big, origins:meat, croptopia:advancements_food_crafted, salt:can_be_salted, forge:chicken_and_noodles, nourish:protein, wildernature:can_be_truffled, nourish:carbohydrates",""
"croptopia:chicken_and_rice","Chicken and Rice",10,1.2,"false","false","origins:meat, wildernature:can_be_truffled, nourish:carbohydrates, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted, forge:chicken_and_rice",""
"croptopia:chile_pepper","Chile Pepper",1,0.1,"false","false","forge:crops, croptopia:peppers, forge:crops/chile_pepper, forge:chile_peppers",""
"croptopia:chili_relleno","Chili Relleno",14,1.4,"false","false","croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:vegetables",""
"croptopia:chimichanga","Chimichanga",14,1.4,"false","false","croptopia:advancements_food_crafted, nourish:carbohydrates",""
"croptopia:chocolate","Chocolate",5,1.2,"false","false","c:chocolate, forge:chocolates, forge:chocolate, bakery:chocolate, croptopia:advancements_food_crafted, nourish:fats, nourish:sweets",""
"croptopia:chocolate_ice_cream","Chocolate Ice Cream",14,1.4,"false","false","croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:sweets, nourish:fats",""
"croptopia:chocolate_milkshake","Chocolate Milkshake",7,1.2,"false","true","dehydration:hydrating_drinks, forge:chocolate_milkshakes, nourish:sweets, nourish:fats",""
"croptopia:churros","Churros",5,1.2,"false","false","croptopia:advancements_food_crafted, nourish:sweets, nourish:fats, nourish:carbohydrates",""
"croptopia:cinnamon_roll","Cinnamon Roll",8,1.2,"false","false","forge:cinnamon_rolls",""
"croptopia:clam","Clam",1,0.2,"false","false","minecraft:fishes, quark:crab_tempt_items, alexsmobs:bald_eagle_foodstuffs, alexsmobs:caiman_foodstuffs, cookyourfood:raw_food_normal, cold_sweat:chameleon/taming, alexsmobs:seal_offerings, alexsmobs:shoebill_foodstuffs, forge:clams, origins:meat, alexsmobs:platypus_foodstuffs",""
"croptopia:coconut","Coconut",1,0.1,"false","false","minecraft:fox_food, forge:crops, forge:foods, c:fruits, nourish:fruit, forge:coconuts, forge:crops/coconut, forge:fruits, forge:fruits/coconut, c:foods",""
"croptopia:coffee","Coffee",5,1.2,"false","true","dehydration:hydrating_drinks, origins:ignore_diet, croptopia:advancements_drinks, forge:coffees",""
"croptopia:coffee_beans","Coffee Beans",1,0.1,"false","false","forge:crops/coffee_beans, forge:crops, cookyourfood:raw_food_light, forge:coffee_beans",""
"croptopia:cooked_anchovy","Cooked Anchovy",4,0.5,"false","false","forge:cooked_anchovies, origins:meat, salt:can_be_salted, wildernature:can_be_truffled",""
"croptopia:cooked_bacon","Cooked Bacon",7,0.8,"false","false","origins:meat, minecraft:piglin_food, wildernature:can_be_truffled, forge:cooked_bacon, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted",""
"croptopia:cooked_calamari","Cooked Calamari",5,0.8,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, forge:cooked_calamari, salt:can_be_salted, origins:meat",""
"croptopia:cooked_shrimp","Cooked Shrimp",5,0.8,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, forge:cooked_shrimp, salt:can_be_salted, origins:meat",""
"croptopia:cooked_tuna","Cooked Tuna",6,1.2,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, forge:cooked_tuna, salt:can_be_salted, origins:meat",""
"croptopia:corn","Corn",1,0.1,"false","false","nourish:carbohydrates, forge:crops, croptopia:flourable, nourish:vegetables, forge:corn, forge:grain/corn, forge:crops/corn, forge:grain, cookyourfood:ok_to_eat_raw, forge:vegetables/corn",""
"croptopia:corn_bread","Corn Bread",5,1.2,"false","false","croptopia:advancements_food_crafted, salt:can_be_salted, wildernature:can_be_truffled, forge:corn_breads",""
"croptopia:cornish_pasty","Cornish Pasty",10,1.2,"false","false","nourish:vegetables, wildernature:can_be_truffled, nourish:carbohydrates, forge:cornish_pasty, croptopia:advancements_food_big, croptopia:advancements_food_crafted, salt:can_be_salted",""
"croptopia:crab","Crab",1,0.2,"false","false","minecraft:fishes, quark:crab_tempt_items, cookyourfood:raw_food_normal, alexsmobs:bald_eagle_foodstuffs, alexsmobs:caiman_foodstuffs, forge:crabs, cold_sweat:chameleon/taming, alexsmobs:seal_offerings, alexsmobs:shoebill_foodstuffs, origins:meat, alexsmobs:platypus_foodstuffs",""
"croptopia:crab_legs","Crab Legs",11,1.4,"false","false","forge:crab_legs, croptopia:advancements_food_big, forge:crab_meat, croptopia:advancements_food_crafted, origins:meat",""
"croptopia:cranberry","Cranberry",1,0.1,"false","false","minecraft:fox_food, forge:fruits, nourish:fruit, forge:fruits/cranberry, forge:crops/cranberry, c:fruits, forge:cranberries, forge:foods, forge:crops, dehydration:hydrating_foods, c:foods",""
"croptopia:cranberry_juice","Cranberry Juice",5,0.6,"false","true","dehydration:hydrating_stew, forge:juices, croptopia:advancements_drinks, forge:juices/cranberry_juice, origins:ignore_diet, nourish:fruit, nourish:sweets, forge:cranberry_juices",""
"croptopia:crema","Crema",3,0.6,"false","false","croptopia:advancements_food_crafted",""
"croptopia:croque_madame","Croque Madame",14,1.4,"false","false","origins:ignore_diet, salt:can_be_salted, wildernature:can_be_truffled, forge:croque_madame",""
"croptopia:croque_monsieur","Croque Monsieur",13,1.5,"false","false","forge:croque_monsieur, origins:ignore_diet, salt:can_be_salted, wildernature:can_be_truffled",""
"croptopia:cucumber","Cucumber",1,0.1,"false","false","nourish:vegetables, forge:crops, forge:vegetables, forge:crops/cucumber, forge:vegetables/cucumber, forge:cucumbers, forge:cucumber",""
"croptopia:cucumber_salad","Cucumber Salad",10,1.2,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, forge:cucumber_salads, nourish:vegetables, salt:can_be_salted",""
"croptopia:currant","Currant",1,0.1,"false","false","minecraft:fox_food, forge:crops, forge:crops/currant, forge:foods, c:fruits, nourish:fruit, forge:fruits/currant, forge:fruits, forge:currants, c:foods",""
"croptopia:date","Date",1,0.1,"false","false","minecraft:fox_food, forge:dates, forge:crops/date, forge:foods, c:fruits, nourish:fruit, forge:fruits, forge:fruits/date, forge:crops, c:foods",""
"croptopia:dauphine_potatoes","Dauphine Potatoes",12,1.3,"false","false","salt:can_be_salted, wildernature:can_be_truffled, forge:dauphine_potatoes",""
"croptopia:deep_fried_shrimp","Deep Fried Shrimp",10,1.2,"false","false","croptopia:advancements_food_big, salt:can_be_salted, wildernature:can_be_truffled, forge:deep_fried_shrimp, origins:meat, croptopia:advancements_food_crafted",""
"croptopia:doughnut","Doughnut",5,1.2,"false","false","forge:doughnuts, croptopia:advancements_food_crafted, nourish:carbohydrates",""
"croptopia:dragonfruit","Dragon Fruit",1,0.1,"false","false","minecraft:fox_food, forge:fruits, forge:dragonfruits, nourish:fruit, forge:crops/dragonfruit, c:fruits, forge:foods, forge:crops, forge:fruits/dragonfruit, dehydration:hydrating_foods, c:foods",""
"croptopia:egg_roll","Egg Roll",10,1.2,"false","false","origins:ignore_diet, wildernature:can_be_truffled, nourish:carbohydrates, forge:egg_rolls, nourish:fats, croptopia:advancements_food_crafted, salt:can_be_salted",""
"croptopia:eggplant","Eggplant",1,0.1,"false","false","forge:crops/eggplant, forge:crops, nourish:vegetables, forge:eggplants, forge:vegetables/eggplant, forge:vegetables",""
"croptopia:eggplant_parmesan","Eggplant Parmesan",18,1.1,"false","false","nourish:vegetables, wildernature:can_be_truffled, nourish:carbohydrates, croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted",""
"croptopia:elderberry","Elderberry",1,0.1,"false","false","forge:crops/elderberry, forge:fruits, forge:crops, c:berries, c:foods, minecraft:fox_food, c:fruits, forge:fruits/elderberry, forge:foods, forge:berries, nourish:fruit, forge:elderberries",""
"croptopia:elderberry_jam","Elderberry Jam",3,0.5,"false","true","forge:jams, forge:elderberry_jams, create:upright_on_belt, nourish:fruit, croptopia:advancements_food_crafted, nourish:sweets, forge:jams/elderberry_jam",""
"croptopia:enchilada","Enchilada",10,1.2,"false","false","nourish:vegetables, origins:ignore_diet, wildernature:can_be_truffled, nourish:carbohydrates, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted",""
"croptopia:eton_mess","Eton Mess",10,1.2,"false","false","croptopia:advancements_food_big, forge:eton_mess, nourish:sweets, nourish:fats, croptopia:advancements_food_crafted, nourish:fruit",""
"croptopia:fajitas","Fajitas",10,1.2,"false","false","croptopia:advancements_food_big, croptopia:advancements_food_crafted, salt:can_be_salted, origins:ignore_diet, nourish:protein, wildernature:can_be_truffled, nourish:vegetables, nourish:carbohydrates",""
"croptopia:fig","Fig",1,0.1,"false","false","minecraft:fox_food, forge:crops, forge:foods, c:fruits, nourish:fruit, forge:fruits/fig, forge:crops/fig, forge:fruits, forge:figs, c:foods",""
"croptopia:figgy_pudding","Figgy Pudding",10,1.2,"false","false","croptopia:advancements_food_big, forge:figgy_pudding, nourish:sweets, nourish:fats, croptopia:advancements_food_crafted, nourish:fruit",""
"croptopia:fish_and_chips","Fish and Chips",10,1.2,"false","false","nourish:protein, croptopia:advancements_food_big, forge:fish_and_chips, nourish:carbohydrates, origins:meat, croptopia:advancements_food_crafted",""
"croptopia:french_fries","French Fries",5,1.2,"false","false","forge:french_fries, croptopia:advancements_food_crafted, nourish:vegetables, nourish:carbohydrates",""
"croptopia:fried_calamari","Fried Calamari",10,1.2,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, forge:fried_calamari, salt:can_be_salted, origins:meat",""
"croptopia:fried_chicken","Fried Chicken",10,1.2,"false","false","origins:meat, wildernature:can_be_truffled, forge:fried_chickens, croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted",""
"croptopia:fried_frog_legs","Fried Frog Legs",6,1.2,"false","false","forge:fried_frog_legs, origins:meat, salt:can_be_salted, wildernature:can_be_truffled",""
"croptopia:frog_legs","Frog Legs",3,0.6,"false","false","cookyourfood:raw_food_normal, origins:meat, forge:frog_legs",""
"croptopia:fruit_cake","Fruit Cake",10,1.2,"false","false","croptopia:advancements_food_crafted, nourish:fruit, nourish:protein, croptopia:advancements_food_big, nourish:sweets",""
"croptopia:fruit_salad","Fruit Salad",10,1.2,"false","false","forge:fruit_salads, croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:fruit",""
"croptopia:fruit_smoothie","Fruit Smoothie",7,1.2,"false","true","dehydration:hydrating_drinks, nourish:fruit, croptopia:advancements_drinks, forge:fruit_smoothies, nourish:sweets",""
"croptopia:garlic","Garlic",1,0.1,"false","false","forge:garlic, forge:vegetables/garlic, forge:crops, nourish:vegetables, forge:vegetables, forge:crops/garlic",""
"croptopia:glowing_calamari","Glowing Calamari",1,0.2,"false","false","forge:glowing_calamari, quark:crab_tempt_items, alexsmobs:bald_eagle_foodstuffs, alexsmobs:caiman_foodstuffs, cookyourfood:raw_food_normal, cold_sweat:chameleon/taming, alexsmobs:seal_offerings, alexsmobs:shoebill_foodstuffs, origins:meat, alexsmobs:platypus_foodstuffs, minecraft:fishes",""
"croptopia:goulash","Goulash",16,1.2,"false","false","croptopia:advancements_food_big, salt:can_be_salted, wildernature:can_be_truffled, forge:goulashes, origins:meat, croptopia:advancements_food_crafted",""
"croptopia:grape","Grape",1,0.1,"false","false","c:fruits, cookyourfood:ok_to_eat_raw, forge:foods, c:grapes, forge:crops/grape, dehydration:hydrating_foods, minecraft:fox_food, nourish:fruit, forge:crops, c:foods, forge:grapes, forge:fruits, forge:fruits/grape, vinery:red_grape",""
"croptopia:grape_jam","Grape Jam",3,0.5,"false","true","forge:jams, create:upright_on_belt, croptopia:advancements_food_crafted, forge:grape_jams, nourish:sweets, nourish:fruit, forge:jams/grape_jam",""
"croptopia:grape_juice","Grape Juice",5,0.6,"false","true","forge:grape_juices, dehydration:hydrating_stew, forge:juices, croptopia:advancements_drinks, forge:juices/grape_juice, origins:ignore_diet, nourish:fruit, nourish:sweets",""
"croptopia:grapefruit","Grapefruit",1,0.1,"false","false","c:fruits/grapefruit, c:foods, nourish:fruit, forge:fruits/citrus, forge:fruits, minecraft:fox_food, forge:foods, forge:fruits/grapefruit, c:fruits, forge:crops/grapefruit, dehydration:hydrating_foods, forge:grapefruits, forge:crops",""
"croptopia:greenbean","Green Bean",1,0.1,"false","false","forge:vegetables/greenbean, forge:crops/greenbean, forge:crops, nourish:vegetables, forge:greenbeans, forge:vegetables",""
"croptopia:greenonion","Green Onion",1,0.1,"false","false","forge:crops, forge:crops/greenonion, nourish:vegetables, forge:vegetables/greenonion, forge:vegetables, forge:greenonions",""
"croptopia:grilled_cheese","Grilled Cheese",7,1.2,"false","false","salt:can_be_salted, wildernature:can_be_truffled, nourish:carbohydrates, forge:grilled_cheeses, nourish:fats, croptopia:advancements_food_crafted",""
"croptopia:grilled_eggplant","Grilled Eggplant",10,1.2,"false","false","croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:vegetables",""
"croptopia:grilled_oysters","Grilled Oysters",11,1.4,"false","false","croptopia:advancements_food_big, origins:meat, croptopia:advancements_food_crafted, forge:grilled_oysters",""
"croptopia:ground_pork","Ground Pork",1,0.2,"false","false","cookyourfood:raw_food_normal, origins:meat, forge:ground_pork",""
"croptopia:ham_sandwich","Ham Sandwich",10,1.2,"false","false","croptopia:advancements_food_crafted, minecraft:piglin_food, origins:meat, forge:ham_sandwiches, salt:can_be_salted, nourish:protein, wildernature:can_be_truffled, nourish:carbohydrates",""
"croptopia:hamburger","Hamburger",10,1.2,"false","false","origins:meat, forge:hamburgers, wildernature:can_be_truffled, nourish:carbohydrates, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted",""
"croptopia:hashed_brown","Hashed Browns",2,0.2,"false","false","salt:can_be_salted, wildernature:can_be_truffled, forge:hashed_brown",""
"croptopia:honeydew","Honeydew",1,0.1,"false","false","c:foods, nourish:fruit, forge:melons, forge:crops/honeydew, forge:fruits, croptopia:melons, minecraft:fox_food, forge:foods, forge:fruits/honeydew, c:fruits, forge:honeydew, dehydration:hydrating_foods, forge:crops",""
"croptopia:horchata","Horchata",10,1.2,"false","false","croptopia:advancements_food_crafted, croptopia:advancements_food_big, nourish:sweets, nourish:fats, nourish:carbohydrates",""
"croptopia:kale","Kale",1,0.1,"false","false","forge:crops/kale, forge:crops, forge:kale, nourish:vegetables, forge:vegetables, forge:vegetables/kale",""
"croptopia:kale_chips","Kale Chips",5,1.2,"false","false","forge:kale_chips, croptopia:advancements_food_crafted, nourish:vegetables",""
"croptopia:kale_smoothie","Kale Smoothie",14,1.4,"false","true","dehydration:hydrating_drinks, croptopia:advancements_drinks, forge:kale_smoothies, nourish:vegetables, nourish:sweets",""
"croptopia:kiwi","Kiwi",1,0.1,"false","false","forge:fruits/sweet, forge:fruits, forge:crops, forge:kiwis, c:foods, minecraft:fox_food, c:fruits, forge:foods, forge:crops/kiwi, nourish:fruit, forge:fruits/kiwi, c:fruits/sweet",""
"croptopia:kiwi_sorbet","Kiwi Sorbet",7,1.2,"false","false","dehydration:hydrating_drinks, croptopia:advancements_food_crafted, nourish:fruit, nourish:sweets",""
"croptopia:kumquat","Kumquat",1,0.1,"false","false","minecraft:fox_food, forge:fruits, nourish:fruit, forge:fruits/kumquat, c:fruits, forge:crops/kumquat, forge:kumquats, forge:foods, forge:crops, dehydration:hydrating_foods, c:foods",""
"croptopia:leafy_salad","Leafy Salad",10,1.2,"false","false","croptopia:advancements_food_crafted, wildernature:can_be_truffled, forge:leafy_salads, nourish:vegetables, salt:can_be_salted",""
"croptopia:leek","Leek",1,0.1,"false","false","forge:crops, nourish:vegetables, forge:vegetables/leek, forge:vegetables, forge:crops/leek, forge:leek",""
"croptopia:leek_soup","Leek Soup",7,1.2,"false","false","forge:leek_soups, salt:can_be_salted, wildernature:can_be_truffled, nourish:vegetables, dehydration:hydrating_stew, croptopia:advancements_food_crafted",""
"croptopia:lemon","Lemon",1,0.1,"false","false","c:foods, nourish:fruit, forge:fruits/citrus, forge:fruits, forge:crops/lemon, forge:fruits/lemon, forge:lemons, minecraft:fox_food, forge:foods, c:fruits, dehydration:hydrating_foods, forge:crops, c:fruits/lemon",""
"croptopia:lemon_chicken","Lemon Chicken",10,1.2,"false","false","origins:meat, forge:lemon_chickens, wildernature:can_be_truffled, croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:protein, salt:can_be_salted",""
"croptopia:lemon_coconut_bar","Lemon Coconut Bar",7,1.2,"false","false","croptopia:advancements_food_big, croptopia:advancements_food_crafted, nourish:fruit, nourish:sweets",""
"croptopia:lemonade","Lemonade",5,1.2,"false","true","croptopia:advancements_drinks, forge:lemonades, nourish:sweets, dehydration:hydrating_drinks, origins:ignore_diet, nourish:fruit",""
"croptopia:lettuce","Lettuce",1,0.1,"false","false","forge:crops, forge:crops/lettuce, nourish:vegetables, forge:vegetables, forge:lettuce, forge:vegetables/lettuce",""
"croptopia:lime","Lime",1,0.1,"false","false","forge:fruits/lime, nourish:fruit, forge:crops/lime, forge:fruits/citrus, forge:fruits, minecraft:fox_food, forge:foods, c:fruits/lime, c:fruits, dehydration:hydrating_foods, forge:limes, forge:crops, c:foods",""
"croptopia:limeade","Limeade",5,1.2,"false","true","forge:limeades, croptopia:advancements_drinks, nourish:sweets, dehydration:hydrating_drinks, origins:ignore_diet, nourish:fruit",""
"croptopia:macaron","Macaron",5,1.2,"false","false","forge:macaron",""
"croptopia:mango","Mango",1,0.1,"false","false","minecraft:fox_food, forge:fruits, forge:fruits/mango, nourish:fruit, c:fruits, forge:crops/mango, forge:foods, forge:crops, dehydration:hydrating_foods, c:foods, forge:mangos",""
"croptopia:mango_ice_cream","Mango Ice Cream",7,1.0,"false","false","croptopia:advancements_food_crafted, nourish:fruit, croptopia:advancements_food_big, nourish:sweets, forge:mango_ice_creams",""
"croptopia:mashed_potatoes","Mashed Potatoes",9,1.5,"false","false","croptopia:advancements_food_crafted, forge:mashed_potatoes",""
"croptopia:mead","Mead",7,1.2,"false","true","dehydration:hydrating_drinks, origins:ignore_diet, croptopia:advancements_drinks, forge:meads",""
"croptopia:melon_juice","Melon Juice",5,0.6,"false","true","dehydration:hydrating_stew, forge:juices, croptopia:advancements_drinks, forge:melon_juices, origins:ignore_diet, nourish:fruit, nourish:sweets, forge:juices/melon_juice",""
"croptopia:meringue","Meringue",6,1.2,"false","false","forge:meringue, croptopia:advancements_food_crafted",""
