"Mod name","Registry name","Hardness","Resistance"
"Unknown","botanypotstiers:ultra_red_terracotta_hopper_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_terracotta_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_terracotta_hopper_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_white_concrete_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_white_concrete_hopper_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_white_glazed_terracotta_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_white_glazed_terracotta_hopper_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_white_terracotta_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_white_terracotta_hopper_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_yellow_concrete_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_yellow_concrete_hopper_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_yellow_glazed_terracotta_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_yellow_glazed_terracotta_hopper_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_yellow_terracotta_botany_pot",1.25,4.20
"Unknown","botanypotstiers:ultra_yellow_terracotta_hopper_botany_pot",1.25,4.20
"Unknown","bountiful_critters:roasted_pillbug_block",0.50,0.50
"Unknown","bountiful_critters:salt_lamp",0.30,0.30
"Unknown","bountiful_critters:seagrass_ball_block",0.50,0.50
"Unknown","bountiful_critters:seagrass_ball_placed",0.20,0.20
"Unknown","buildersdelight:acacia_chair_1",2.00,3.00
"Unknown","buildersdelight:acacia_chair_2",2.00,3.00
"Unknown","buildersdelight:acacia_frame_1",0.80,0.80
"Unknown","buildersdelight:acacia_frame_2",0.80,0.80
"Unknown","buildersdelight:acacia_frame_3",0.80,0.80
"Unknown","buildersdelight:acacia_frame_4",0.80,0.80
"Unknown","buildersdelight:acacia_frame_5",0.80,0.80
"Unknown","buildersdelight:acacia_frame_6",0.80,0.80
"Unknown","buildersdelight:acacia_frame_7",0.80,0.80
"Unknown","buildersdelight:acacia_frame_8",0.80,0.80
"Unknown","buildersdelight:acacia_glass_1",0.30,0.30
"Unknown","buildersdelight:acacia_glass_2",0.30,0.30
"Unknown","buildersdelight:acacia_glass_3",0.30,0.30
"Unknown","buildersdelight:acacia_glass_4",0.30,0.30
"Unknown","buildersdelight:acacia_glass_5",0.30,0.30
"Unknown","buildersdelight:acacia_glass_6",0.30,0.30
"Unknown","buildersdelight:acacia_glass_7",0.30,0.30
"Unknown","buildersdelight:acacia_glass_8",0.30,0.30
"Unknown","buildersdelight:acacia_glass_pane_1",0.30,0.30
"Unknown","buildersdelight:acacia_glass_pane_2",0.30,0.30
"Unknown","buildersdelight:acacia_glass_pane_3",0.30,0.30
"Unknown","buildersdelight:acacia_glass_pane_4",0.30,0.30
"Unknown","buildersdelight:acacia_glass_pane_5",0.30,0.30
"Unknown","buildersdelight:acacia_glass_pane_6",0.30,0.30
"Unknown","buildersdelight:acacia_glass_pane_7",0.30,0.30
"Unknown","buildersdelight:acacia_glass_pane_8",0.30,0.30
"Unknown","buildersdelight:acacia_planks_1",2.00,3.00
"Unknown","buildersdelight:acacia_planks_2",2.00,3.00
"Unknown","buildersdelight:acacia_planks_3",2.00,3.00
"Unknown","buildersdelight:acacia_planks_4",2.00,3.00
"Unknown","buildersdelight:acacia_planks_5",2.00,3.00
"Unknown","buildersdelight:acacia_planks_6",2.00,3.00
"Unknown","buildersdelight:acacia_planks_7",2.00,3.00
"Unknown","buildersdelight:acacia_slab_1",2.00,3.00
"Unknown","buildersdelight:acacia_slab_2",2.00,3.00
"Unknown","buildersdelight:acacia_slab_3",2.00,3.00
"Unknown","buildersdelight:acacia_slab_4",2.00,3.00
"Unknown","buildersdelight:acacia_slab_5",2.00,3.00
"Unknown","buildersdelight:acacia_slab_6",2.00,3.00
"Unknown","buildersdelight:acacia_slab_7",2.00,3.00
"Unknown","buildersdelight:acacia_stairs_1",2.00,3.00
"Unknown","buildersdelight:acacia_stairs_2",2.00,3.00
"Unknown","buildersdelight:acacia_stairs_3",2.00,3.00
"Unknown","buildersdelight:acacia_stairs_4",2.00,3.00
"Unknown","buildersdelight:acacia_stairs_5",2.00,3.00
"Unknown","buildersdelight:acacia_stairs_6",2.00,3.00
"Unknown","buildersdelight:acacia_stairs_7",2.00,3.00
"Unknown","buildersdelight:acacia_table_1",2.00,3.00
"Unknown","buildersdelight:acacia_table_2",2.00,3.00
"Unknown","buildersdelight:amethyst_block_1",1.50,1.50
"Unknown","buildersdelight:amethyst_block_2",1.50,1.50
"Unknown","buildersdelight:amethyst_block_3",1.50,1.50
"Unknown","buildersdelight:amethyst_block_4",1.50,1.50
"Unknown","buildersdelight:amethyst_block_5",1.50,1.50
"Unknown","buildersdelight:amethyst_block_6",1.50,1.50
"Unknown","buildersdelight:amethyst_block_7",1.50,1.50
"Unknown","buildersdelight:amethyst_slab_1",1.50,1.50
"Unknown","buildersdelight:amethyst_slab_2",1.50,1.50
"Unknown","buildersdelight:amethyst_slab_3",1.50,1.50
"Unknown","buildersdelight:amethyst_slab_4",1.50,1.50
"Unknown","buildersdelight:amethyst_slab_5",1.50,1.50
"Unknown","buildersdelight:amethyst_slab_6",1.50,1.50
"Unknown","buildersdelight:amethyst_slab_7",1.50,1.50
"Unknown","buildersdelight:amethyst_slab_8",1.50,1.50
"Unknown","buildersdelight:amethyst_stairs_1",1.50,1.50
"Unknown","buildersdelight:amethyst_stairs_2",1.50,1.50
"Unknown","buildersdelight:amethyst_stairs_3",1.50,1.50
"Unknown","buildersdelight:amethyst_stairs_4",1.50,1.50
"Unknown","buildersdelight:amethyst_stairs_5",1.50,1.50
"Unknown","buildersdelight:amethyst_stairs_6",1.50,1.50
"Unknown","buildersdelight:amethyst_stairs_7",1.50,1.50
"Unknown","buildersdelight:amethyst_stairs_8",1.50,1.50
"Unknown","buildersdelight:andesite_1",1.50,6.00
"Unknown","buildersdelight:andesite_2",1.50,6.00
"Unknown","buildersdelight:andesite_3",1.50,6.00
"Unknown","buildersdelight:andesite_4",1.50,6.00
"Unknown","buildersdelight:andesite_5",1.50,6.00
"Unknown","buildersdelight:andesite_6",1.50,6.00
"Unknown","buildersdelight:andesite_7",1.50,6.00
"Unknown","buildersdelight:andesite_slab_1",1.50,6.00
"Unknown","buildersdelight:andesite_slab_2",1.50,6.00
"Unknown","buildersdelight:andesite_slab_3",1.50,6.00
"Unknown","buildersdelight:andesite_slab_4",1.50,6.00
"Unknown","buildersdelight:andesite_slab_5",1.50,6.00
"Unknown","buildersdelight:andesite_slab_6",1.50,6.00
"Unknown","buildersdelight:andesite_slab_7",1.50,6.00
"Unknown","buildersdelight:andesite_stairs_1",1.50,6.00
"Unknown","buildersdelight:andesite_stairs_2",1.50,6.00
"Unknown","buildersdelight:andesite_stairs_3",1.50,6.00
"Unknown","buildersdelight:andesite_stairs_4",1.50,6.00
"Unknown","buildersdelight:andesite_stairs_5",1.50,6.00
"Unknown","buildersdelight:andesite_stairs_6",1.50,6.00
"Unknown","buildersdelight:andesite_stairs_7",1.50,6.00
"Unknown","buildersdelight:bamboo_chair_1",2.00,3.00
"Unknown","buildersdelight:bamboo_chair_2",2.00,3.00
"Unknown","buildersdelight:bamboo_frame_1",0.80,0.80
"Unknown","buildersdelight:bamboo_frame_2",0.80,0.80
"Unknown","buildersdelight:bamboo_frame_3",0.80,0.80
"Unknown","buildersdelight:bamboo_frame_4",0.80,0.80
"Unknown","buildersdelight:bamboo_frame_5",0.80,0.80
"Unknown","buildersdelight:bamboo_frame_6",0.80,0.80
"Unknown","buildersdelight:bamboo_frame_7",0.80,0.80
"Unknown","buildersdelight:bamboo_frame_8",0.80,0.80
"Unknown","buildersdelight:bamboo_glass_1",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_2",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_3",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_4",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_5",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_6",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_7",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_8",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_pane_1",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_pane_2",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_pane_3",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_pane_4",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_pane_5",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_pane_6",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_pane_7",0.30,0.30
"Unknown","buildersdelight:bamboo_glass_pane_8",0.30,0.30
"Unknown","buildersdelight:bamboo_planks_1",2.00,3.00
"Unknown","buildersdelight:bamboo_planks_2",2.00,3.00
"Unknown","buildersdelight:bamboo_planks_3",2.00,3.00
"Unknown","buildersdelight:bamboo_planks_4",2.00,3.00
"Unknown","buildersdelight:bamboo_planks_5",2.00,3.00
"Unknown","buildersdelight:bamboo_planks_6",2.00,3.00
"Unknown","buildersdelight:bamboo_planks_7",2.00,3.00
"Unknown","buildersdelight:bamboo_slab_1",2.00,3.00
"Unknown","buildersdelight:bamboo_slab_2",2.00,3.00
"Unknown","buildersdelight:bamboo_slab_3",2.00,3.00
"Unknown","buildersdelight:bamboo_slab_4",2.00,3.00
"Unknown","buildersdelight:bamboo_slab_5",2.00,3.00
"Unknown","buildersdelight:bamboo_slab_6",2.00,3.00
"Unknown","buildersdelight:bamboo_slab_7",2.00,3.00
"Unknown","buildersdelight:bamboo_stairs_1",2.00,3.00
"Unknown","buildersdelight:bamboo_stairs_2",2.00,3.00
"Unknown","buildersdelight:bamboo_stairs_3",2.00,3.00
"Unknown","buildersdelight:bamboo_stairs_4",2.00,3.00
"Unknown","buildersdelight:bamboo_stairs_5",2.00,3.00
"Unknown","buildersdelight:bamboo_stairs_6",2.00,3.00
"Unknown","buildersdelight:bamboo_stairs_7",2.00,3.00
"Unknown","buildersdelight:bamboo_table_1",2.00,3.00
"Unknown","buildersdelight:bamboo_table_2",2.00,3.00
"Unknown","buildersdelight:birch_chair_1",2.00,3.00
"Unknown","buildersdelight:birch_chair_2",2.00,3.00
"Unknown","buildersdelight:birch_frame_1",0.80,0.80
"Unknown","buildersdelight:birch_frame_2",0.80,0.80
"Unknown","buildersdelight:birch_frame_3",0.80,0.80
"Unknown","buildersdelight:birch_frame_4",0.80,0.80
"Unknown","buildersdelight:birch_frame_5",0.80,0.80
"Unknown","buildersdelight:birch_frame_6",0.80,0.80
"Unknown","buildersdelight:birch_frame_7",0.80,0.80
"Unknown","buildersdelight:birch_frame_8",0.80,0.80
"Unknown","buildersdelight:birch_glass_1",0.30,0.30
"Unknown","buildersdelight:birch_glass_2",0.30,0.30
"Unknown","buildersdelight:birch_glass_3",0.30,0.30
"Unknown","buildersdelight:birch_glass_4",0.30,0.30
"Unknown","buildersdelight:birch_glass_5",0.30,0.30
"Unknown","buildersdelight:birch_glass_6",0.30,0.30
"Unknown","buildersdelight:birch_glass_7",0.30,0.30
"Unknown","buildersdelight:birch_glass_8",0.30,0.30
"Unknown","buildersdelight:birch_glass_pane_1",0.30,0.30
"Unknown","buildersdelight:birch_glass_pane_2",0.30,0.30
"Unknown","buildersdelight:birch_glass_pane_3",0.30,0.30
"Unknown","buildersdelight:birch_glass_pane_4",0.30,0.30
"Unknown","buildersdelight:birch_glass_pane_5",0.30,0.30
"Unknown","buildersdelight:birch_glass_pane_6",0.30,0.30
"Unknown","buildersdelight:birch_glass_pane_7",0.30,0.30
"Unknown","buildersdelight:birch_glass_pane_8",0.30,0.30
"Unknown","buildersdelight:birch_planks_1",2.00,3.00
"Unknown","buildersdelight:birch_planks_2",2.00,3.00
"Unknown","buildersdelight:birch_planks_3",2.00,3.00
"Unknown","buildersdelight:birch_planks_4",2.00,3.00
"Unknown","buildersdelight:birch_planks_5",2.00,3.00
"Unknown","buildersdelight:birch_planks_6",2.00,3.00
"Unknown","buildersdelight:birch_planks_7",2.00,3.00
"Unknown","buildersdelight:birch_slab_1",2.00,3.00
"Unknown","buildersdelight:birch_slab_2",2.00,3.00
"Unknown","buildersdelight:birch_slab_3",2.00,3.00
"Unknown","buildersdelight:birch_slab_4",2.00,3.00
"Unknown","buildersdelight:birch_slab_5",2.00,3.00
"Unknown","buildersdelight:birch_slab_6",2.00,3.00
"Unknown","buildersdelight:birch_slab_7",2.00,3.00
"Unknown","buildersdelight:birch_stairs_1",2.00,3.00
"Unknown","buildersdelight:birch_stairs_2",2.00,3.00
"Unknown","buildersdelight:birch_stairs_3",2.00,3.00
"Unknown","buildersdelight:birch_stairs_4",2.00,3.00
"Unknown","buildersdelight:birch_stairs_5",2.00,3.00
"Unknown","buildersdelight:birch_stairs_6",2.00,3.00
"Unknown","buildersdelight:birch_stairs_7",2.00,3.00
"Unknown","buildersdelight:birch_table_1",2.00,3.00
"Unknown","buildersdelight:birch_table_2",2.00,3.00
"Unknown","buildersdelight:blackstone_1",1.50,6.00
"Unknown","buildersdelight:blackstone_2",1.50,6.00
"Unknown","buildersdelight:blackstone_3",1.50,6.00
"Unknown","buildersdelight:blackstone_4",1.50,6.00
"Unknown","buildersdelight:blackstone_5",1.50,6.00
"Unknown","buildersdelight:blackstone_6",1.50,6.00
"Unknown","buildersdelight:brick_slab_1",2.00,6.00
"Unknown","buildersdelight:brick_slab_2",2.00,6.00
"Unknown","buildersdelight:brick_slab_3",2.00,6.00
"Unknown","buildersdelight:brick_slab_4",2.00,6.00
"Unknown","buildersdelight:brick_slab_5",2.00,6.00
"Unknown","buildersdelight:brick_slab_6",2.00,6.00
"Unknown","buildersdelight:brick_slab_7",2.00,6.00
"Unknown","buildersdelight:brick_slab_8",2.00,6.00
"Unknown","buildersdelight:brick_slab_9",2.00,6.00
"Unknown","buildersdelight:brick_stairs_1",2.00,6.00
"Unknown","buildersdelight:brick_stairs_2",2.00,6.00
"Unknown","buildersdelight:brick_stairs_3",2.00,6.00
"Unknown","buildersdelight:brick_stairs_4",2.00,6.00
"Unknown","buildersdelight:brick_stairs_5",2.00,6.00
"Unknown","buildersdelight:brick_stairs_6",2.00,6.00
"Unknown","buildersdelight:brick_stairs_7",2.00,6.00
"Unknown","buildersdelight:brick_stairs_8",2.00,6.00
"Unknown","buildersdelight:brick_stairs_9",2.00,6.00
"Unknown","buildersdelight:bricks_1",2.00,6.00
"Unknown","buildersdelight:bricks_2",2.00,6.00
"Unknown","buildersdelight:bricks_3",2.00,6.00
"Unknown","buildersdelight:bricks_4",2.00,6.00
"Unknown","buildersdelight:bricks_5",2.00,6.00
"Unknown","buildersdelight:bricks_6",2.00,6.00
"Unknown","buildersdelight:bricks_7",2.00,6.00
"Unknown","buildersdelight:bricks_8",2.00,6.00
"Unknown","buildersdelight:bricks_9",2.00,6.00
"Unknown","buildersdelight:calcite_1",0.75,0.75
"Unknown","buildersdelight:calcite_2",0.75,0.75
"Unknown","buildersdelight:calcite_3",0.75,0.75
"Unknown","buildersdelight:calcite_4",0.75,0.75
"Unknown","buildersdelight:calcite_5",0.75,0.75
"Unknown","buildersdelight:calcite_6",0.75,0.75
"Unknown","buildersdelight:calcite_7",0.75,0.75
"Unknown","buildersdelight:calcite_slab_1",0.75,0.75
"Unknown","buildersdelight:calcite_slab_2",0.75,0.75
"Unknown","buildersdelight:calcite_slab_3",0.75,0.75
"Unknown","buildersdelight:calcite_slab_4",0.75,0.75
"Unknown","buildersdelight:calcite_slab_5",0.75,0.75
"Unknown","buildersdelight:calcite_slab_6",0.75,0.75
"Unknown","buildersdelight:calcite_slab_7",0.75,0.75
"Unknown","buildersdelight:calcite_slab_8",0.75,0.75
"Unknown","buildersdelight:calcite_stairs_1",0.75,0.75
"Unknown","buildersdelight:calcite_stairs_2",0.75,0.75
"Unknown","buildersdelight:calcite_stairs_3",0.75,0.75
"Unknown","buildersdelight:calcite_stairs_4",0.75,0.75
"Unknown","buildersdelight:calcite_stairs_5",0.75,0.75
"Unknown","buildersdelight:calcite_stairs_6",0.75,0.75
"Unknown","buildersdelight:calcite_stairs_7",0.75,0.75
"Unknown","buildersdelight:calcite_stairs_8",0.75,0.75
"Unknown","buildersdelight:chain_1",5.00,6.00
"Unknown","buildersdelight:chain_2",0.80,0.80
"Unknown","buildersdelight:chain_3",5.00,6.00
"Unknown","buildersdelight:chain_4",5.00,6.00
"Unknown","buildersdelight:chain_5",5.00,6.00
"Unknown","buildersdelight:cherry_chair_1",2.00,3.00
"Unknown","buildersdelight:cherry_chair_2",2.00,3.00
"Unknown","buildersdelight:cherry_frame_1",0.80,0.80
"Unknown","buildersdelight:cherry_frame_2",0.80,0.80
"Unknown","buildersdelight:cherry_frame_3",0.80,0.80
"Unknown","buildersdelight:cherry_frame_4",0.80,0.80
"Unknown","buildersdelight:cherry_frame_5",0.80,0.80
"Unknown","buildersdelight:cherry_frame_6",0.80,0.80
"Unknown","buildersdelight:cherry_frame_7",0.80,0.80
"Unknown","buildersdelight:cherry_frame_8",0.80,0.80
"Unknown","buildersdelight:cherry_glass_1",0.30,0.30
"Unknown","buildersdelight:cherry_glass_2",0.30,0.30
"Unknown","buildersdelight:cherry_glass_3",0.30,0.30
"Unknown","buildersdelight:cherry_glass_4",0.30,0.30
"Unknown","buildersdelight:cherry_glass_5",0.30,0.30
"Unknown","buildersdelight:cherry_glass_6",0.30,0.30
"Unknown","buildersdelight:cherry_glass_7",0.30,0.30
"Unknown","buildersdelight:cherry_glass_8",0.30,0.30
"Unknown","buildersdelight:cherry_glass_pane_1",0.30,0.30
"Unknown","buildersdelight:cherry_glass_pane_2",0.30,0.30
"Unknown","buildersdelight:cherry_glass_pane_3",0.30,0.30
"Unknown","buildersdelight:cherry_glass_pane_4",0.30,0.30
"Unknown","buildersdelight:cherry_glass_pane_5",0.30,0.30
"Unknown","buildersdelight:cherry_glass_pane_6",0.30,0.30
"Unknown","buildersdelight:cherry_glass_pane_7",0.30,0.30
"Unknown","buildersdelight:cherry_glass_pane_8",0.30,0.30
"Unknown","buildersdelight:cherry_planks_1",2.00,3.00
"Unknown","buildersdelight:cherry_planks_2",2.00,3.00
"Unknown","buildersdelight:cherry_planks_3",2.00,3.00
"Unknown","buildersdelight:cherry_planks_4",2.00,3.00
"Unknown","buildersdelight:cherry_planks_5",2.00,3.00
"Unknown","buildersdelight:cherry_planks_6",2.00,3.00
"Unknown","buildersdelight:cherry_planks_7",2.00,3.00
"Unknown","buildersdelight:cherry_slab_1",2.00,3.00
"Unknown","buildersdelight:cherry_slab_2",2.00,3.00
"Unknown","buildersdelight:cherry_slab_3",2.00,3.00
"Unknown","buildersdelight:cherry_slab_4",2.00,3.00
"Unknown","buildersdelight:cherry_slab_5",2.00,3.00
"Unknown","buildersdelight:cherry_slab_6",2.00,3.00
"Unknown","buildersdelight:cherry_slab_7",2.00,3.00
"Unknown","buildersdelight:cherry_stairs_1",2.00,3.00
"Unknown","buildersdelight:cherry_stairs_2",2.00,3.00
"Unknown","buildersdelight:cherry_stairs_3",2.00,3.00
"Unknown","buildersdelight:cherry_stairs_4",2.00,3.00
"Unknown","buildersdelight:cherry_stairs_5",2.00,3.00
"Unknown","buildersdelight:cherry_stairs_6",2.00,3.00
"Unknown","buildersdelight:cherry_stairs_7",2.00,3.00
"Unknown","buildersdelight:cherry_table_1",2.00,3.00
"Unknown","buildersdelight:cherry_table_2",2.00,3.00
"Unknown","buildersdelight:cobblestone_1",2.00,6.00
"Unknown","buildersdelight:cobblestone_2",2.00,6.00
"Unknown","buildersdelight:cobblestone_3",2.00,6.00
"Unknown","buildersdelight:cobblestone_4",2.00,6.00
"Unknown","buildersdelight:cobblestone_5",2.00,6.00
"Unknown","buildersdelight:cobblestone_6",2.00,6.00
"Unknown","buildersdelight:cobblestone_7",2.00,6.00
"Unknown","buildersdelight:cobblestone_slab_1",2.00,6.00
"Unknown","buildersdelight:cobblestone_slab_2",2.00,6.00
"Unknown","buildersdelight:cobblestone_slab_3",2.00,6.00
"Unknown","buildersdelight:cobblestone_slab_4",2.00,6.00
"Unknown","buildersdelight:cobblestone_slab_5",2.00,6.00
"Unknown","buildersdelight:cobblestone_slab_6",2.00,6.00
"Unknown","buildersdelight:cobblestone_slab_7",2.00,6.00
"Unknown","buildersdelight:cobblestone_stairs_1",2.00,6.00
"Unknown","buildersdelight:cobblestone_stairs_2",2.00,6.00
"Unknown","buildersdelight:cobblestone_stairs_3",2.00,6.00
"Unknown","buildersdelight:cobblestone_stairs_4",2.00,6.00
"Unknown","buildersdelight:cobblestone_stairs_5",2.00,6.00
"Unknown","buildersdelight:cobblestone_stairs_6",2.00,6.00
"Unknown","buildersdelight:cobblestone_stairs_7",2.00,6.00
"Unknown","buildersdelight:crimson_chair_1",2.00,3.00
"Unknown","buildersdelight:crimson_chair_2",2.00,3.00
"Unknown","buildersdelight:crimson_frame_1",0.80,0.80
"Unknown","buildersdelight:crimson_frame_2",0.80,0.80
"Unknown","buildersdelight:crimson_frame_3",0.80,0.80
"Unknown","buildersdelight:crimson_frame_4",0.80,0.80
"Unknown","buildersdelight:crimson_frame_5",0.80,0.80
"Unknown","buildersdelight:crimson_frame_6",0.80,0.80
"Unknown","buildersdelight:crimson_frame_7",0.80,0.80
"Unknown","buildersdelight:crimson_frame_8",0.80,0.80
"Unknown","buildersdelight:crimson_glass_1",0.30,0.30
"Unknown","buildersdelight:crimson_glass_2",0.30,0.30
"Unknown","buildersdelight:crimson_glass_3",0.30,0.30
"Unknown","buildersdelight:crimson_glass_4",0.30,0.30
"Unknown","buildersdelight:crimson_glass_5",0.30,0.30
"Unknown","buildersdelight:crimson_glass_6",0.30,0.30
"Unknown","buildersdelight:crimson_glass_7",0.30,0.30
"Unknown","buildersdelight:crimson_glass_8",0.30,0.30
"Unknown","buildersdelight:crimson_glass_pane_1",0.30,0.30
"Unknown","buildersdelight:crimson_glass_pane_2",0.30,0.30
"Unknown","buildersdelight:crimson_glass_pane_3",0.30,0.30
"Unknown","buildersdelight:crimson_glass_pane_4",0.30,0.30
"Unknown","buildersdelight:crimson_glass_pane_5",0.30,0.30
"Unknown","buildersdelight:crimson_glass_pane_6",0.30,0.30
"Unknown","buildersdelight:crimson_glass_pane_7",0.30,0.30
"Unknown","buildersdelight:crimson_glass_pane_8",0.30,0.30
"Unknown","buildersdelight:crimson_planks_1",2.00,3.00
"Unknown","buildersdelight:crimson_planks_2",2.00,3.00
"Unknown","buildersdelight:crimson_planks_3",2.00,3.00
"Unknown","buildersdelight:crimson_planks_4",2.00,3.00
"Unknown","buildersdelight:crimson_planks_5",2.00,3.00
"Unknown","buildersdelight:crimson_planks_6",2.00,3.00
"Unknown","buildersdelight:crimson_planks_7",2.00,3.00
"Unknown","buildersdelight:crimson_slab_1",2.00,3.00
"Unknown","buildersdelight:crimson_slab_2",2.00,3.00
"Unknown","buildersdelight:crimson_slab_3",2.00,3.00
"Unknown","buildersdelight:crimson_slab_4",2.00,3.00
"Unknown","buildersdelight:crimson_slab_5",2.00,3.00
"Unknown","buildersdelight:crimson_slab_6",2.00,3.00
"Unknown","buildersdelight:crimson_slab_7",2.00,3.00
"Unknown","buildersdelight:crimson_stairs_1",2.00,3.00
"Unknown","buildersdelight:crimson_stairs_2",2.00,3.00
"Unknown","buildersdelight:crimson_stairs_3",2.00,3.00
"Unknown","buildersdelight:crimson_stairs_4",2.00,3.00
"Unknown","buildersdelight:crimson_stairs_5",2.00,3.00
"Unknown","buildersdelight:crimson_stairs_6",2.00,3.00
"Unknown","buildersdelight:crimson_stairs_7",2.00,3.00
"Unknown","buildersdelight:crimson_table_1",2.00,3.00
"Unknown","buildersdelight:crimson_table_2",2.00,3.00
"Unknown","buildersdelight:dark_oak_chair_1",2.00,3.00
"Unknown","buildersdelight:dark_oak_chair_2",2.00,3.00
"Unknown","buildersdelight:dark_oak_frame_1",0.80,0.80
"Unknown","buildersdelight:dark_oak_frame_2",0.80,0.80
"Unknown","buildersdelight:dark_oak_frame_3",0.80,0.80
"Unknown","buildersdelight:dark_oak_frame_4",0.80,0.80
"Unknown","buildersdelight:dark_oak_frame_5",0.80,0.80
"Unknown","buildersdelight:dark_oak_frame_6",0.80,0.80
"Unknown","buildersdelight:dark_oak_frame_7",0.80,0.80
"Unknown","buildersdelight:dark_oak_frame_8",0.80,0.80
"Unknown","buildersdelight:dark_oak_glass_1",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_2",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_3",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_4",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_5",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_6",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_7",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_8",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_pane_1",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_pane_2",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_pane_3",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_pane_4",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_pane_5",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_pane_6",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_pane_7",0.30,0.30
"Unknown","buildersdelight:dark_oak_glass_pane_8",0.30,0.30
"Unknown","buildersdelight:dark_oak_planks_1",2.00,3.00
"Unknown","buildersdelight:dark_oak_planks_2",2.00,3.00
"Unknown","buildersdelight:dark_oak_planks_3",2.00,3.00
"Unknown","buildersdelight:dark_oak_planks_4",2.00,3.00
"Unknown","buildersdelight:dark_oak_planks_5",2.00,3.00
"Unknown","buildersdelight:dark_oak_planks_6",2.00,3.00
"Unknown","buildersdelight:dark_oak_planks_7",2.00,3.00
"Unknown","buildersdelight:dark_oak_slab_1",2.00,3.00
"Unknown","buildersdelight:dark_oak_slab_2",2.00,3.00
"Unknown","buildersdelight:dark_oak_slab_3",2.00,3.00
"Unknown","buildersdelight:dark_oak_slab_4",2.00,3.00
"Unknown","buildersdelight:dark_oak_slab_5",2.00,3.00
"Unknown","buildersdelight:dark_oak_slab_6",2.00,3.00
"Unknown","buildersdelight:dark_oak_slab_7",2.00,3.00
"Unknown","buildersdelight:dark_oak_stairs_1",2.00,3.00
"Unknown","buildersdelight:dark_oak_stairs_2",2.00,3.00
"Unknown","buildersdelight:dark_oak_stairs_3",2.00,3.00
"Unknown","buildersdelight:dark_oak_stairs_4",2.00,3.00
"Unknown","buildersdelight:dark_oak_stairs_5",2.00,3.00
"Unknown","buildersdelight:dark_oak_stairs_6",2.00,3.00
"Unknown","buildersdelight:dark_oak_stairs_7",2.00,3.00
"Unknown","buildersdelight:dark_oak_table_1",2.00,3.00
"Unknown","buildersdelight:dark_oak_table_2",2.00,3.00
"Unknown","buildersdelight:deepslate_1",3.00,6.00
"Unknown","buildersdelight:deepslate_2",3.00,6.00
"Unknown","buildersdelight:deepslate_3",3.00,6.00
"Unknown","buildersdelight:deepslate_4",3.00,6.00
"Unknown","buildersdelight:deepslate_5",3.00,6.00
"Unknown","buildersdelight:deepslate_slab_1",3.00,6.00
"Unknown","buildersdelight:deepslate_slab_2",3.00,6.00
"Unknown","buildersdelight:deepslate_slab_3",3.00,6.00
"Unknown","buildersdelight:deepslate_slab_4",3.00,6.00
"Unknown","buildersdelight:deepslate_slab_5",3.00,6.00
"Unknown","buildersdelight:deepslate_stairs_1",3.00,6.00
"Unknown","buildersdelight:deepslate_stairs_2",3.00,6.00
