"Mod name","Registry name","Item ID","Display name","Durability","Tags"
"Unknown","cold_sweat:hoglin_trousers",9501,"Hoglin Trousers",210,""
"Unknown","cold_sweat:hoglin_tunic",9500,"Hoglin Tunic",224,""
"Unknown","crabbersdelight:bucket_of_clam_chum",20030,"Bucket of Clam Chum",48,"crabbersdelight:crab_trap_bait, crabbersdelight:creature_chums"
"Unknown","crabbersdelight:bucket_of_clawster_chum",20029,"Bucket of Clawster Chum",48,"crabbersdelight:crab_trap_bait, crabbersdelight:creature_chums"
"Unknown","crabbersdelight:bucket_of_crab_chum",20028,"Bucket of Crab Chum",48,"crabbersdelight:crab_trap_bait, crabbersdelight:creature_chums"
"Unknown","crabbersdelight:bucket_of_shrimp_chum",20031,"Bucket of Shrimp Chum",48,"crabbersdelight:crab_trap_bait, crabbersdelight:creature_chums"
"Unknown","crabbersdelight:crab_claw",20032,"Crab Claw",128,"forge:crab_claw"
"Unknown","decoration_delight:chef_hat_helmet",8929,"Chef Hat",275,""
"Unknown","decoration_delight:golden_chef_hat_helmet",8930,"Golden Chef Hat",550,""
"Unknown","delightful:adamantium_knife",14894,"Adamantium Knife",1150,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:alf_knife",14936,"Alf Knife",484,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:amethyst_knife",14879,"Amethyst Knife",44,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:black_opal_knife",14905,"Black Opal Knife",5250,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:blazing_knife",14916,"Blazing Knife",450,"farmersdelight:straw_harvesters, delightful:fire_knives, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools"
"Unknown","delightful:bone_knife",14877,"Bone Knife",190,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:brass_knife",14885,"Brass Knife",484,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:bronze_knife",14886,"Bronze Knife",375,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:certus_quartz_knife",14943,"Certus Quartz Knife",250,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, delightful:quartz_knife, forge:tools/scavenging, forge:tools"
"Unknown","delightful:cloggrum_knife",14924,"Cloggrum Knife",286,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, undergarden:cloggrum_items, forge:tools/scavenging, forge:tools"
"Unknown","delightful:constantan_knife",14887,"Constantan Knife",250,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:copper_knife",14881,"Copper Knife",150,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:crystalline_knife",14919,"Crystalline Knife",183,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, phantasm:gets_xp_speed_boost, forge:tools/scavenging, forge:tools"
"Unknown","delightful:draco_arcanus_knife",14900,"Draco Arcanus Knife",2661,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:electrum_knife",14888,"Electrum Knife",96,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:elementium_knife",14934,"Elementium Knife",484,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools, botania:mana_using_items"
"Unknown","delightful:emerald_knife",14880,"Emerald Knife",250,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:enderite_knife",14899,"Enderite Knife",2401,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:experience_knife",14914,"Experience Knife",270,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:fiery_knife",14908,"Fiery Knife",1024,"farmersdelight:straw_harvesters, delightful:fire_knives, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools"
"Unknown","delightful:fluix_knife",14944,"Fluix Knife",750,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:forgotten_knife",14927,"Forgotten Knife",1876,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:froststeel_knife",14925,"Froststeel Knife",575,"farmersdelight:straw_harvesters, notreepunching:knives, bakery:knives, farmersdelight:tools/knives, forge:tools/knives, undergarden:froststeel_items, forge:tools/scavenging, forge:tools"
"Unknown","delightful:gilded_netherite_knife",14922,"Gilded Netherite Knife",2031,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:gilded_quartz_knife",14915,"Gilded Quartz Knife",1644,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:gravitite_knife",14928,"Gravitite Knife",1561,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:holystone_knife",14929,"Holystone Knife",131,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:infused_veridium_knife",14938,"Infused Veridium Knife",250,"farmersdelight:straw_harvesters, notreepunching:knives, bakery:knives, farmersdelight:tools/knives, aether_redux:infused_veridium_items, forge:tools/knives, forge:tools/scavenging, forge:tools"
"Unknown","delightful:invar_knife",14889,"Invar Knife",300,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:ironwood_knife",14909,"Ironwood Knife",512,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:kiwano_knife",14918,"Kiwano Knife",250,"farmersdelight:straw_harvesters, delightful:fire_knives, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools"
"Unknown","delightful:knightmetal_knife",14910,"Knightmetal Knife",512,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:lapis_lazuli_knife",14878,"Lapis Lazuli Knife",128,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:large_amethyst_knife",14907,"Amethyst Knife",2625,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:lead_knife",14890,"Lead Knife",130,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:leaf_knife",14917,"Leaf Knife",16,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:living_knife",14912,"Living Knife",192,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:manasteel_knife",14933,"Manasteel Knife",484,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools, botania:mana_using_items"
"Unknown","delightful:mythril_knife",14893,"Mythril Knife",800,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:necronium_knife",14923,"Necronium Knife",956,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools, nourished_nether:necronium_tools"
"Unknown","delightful:nether_quartz_knife",14942,"Nether Quartz Knife",250,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, delightful:quartz_knife, forge:tools/scavenging, forge:tools"
"Unknown","delightful:netherite_opal_knife",14906,"Netherite Opal Knife",6300,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:nickel_knife",14891,"Nickel Knife",225,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:obsidian_infused_enderite_knife",14904,"Obsidian-Infused Enderite Knife",2771,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:onyx_knife",14895,"Onyx Knife",3280,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:osmium_knife",14901,"Osmium Knife",1024,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:phoenix_knife",14932,"Phoenix Knife",1561,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools, lost_aether_content:phoenix_tools"
"Unknown","delightful:refined_glowstone_knife",14902,"Refined Glowstone Knife",384,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, minecraft:piglin_loved, forge:tools/scavenging, forge:tools"
"Unknown","delightful:refined_obsidian_knife",14903,"Refined Obsidian Knife",4096,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:rose_gold_knife",14921,"Rose Gold Knife",900,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:silver_knife",14884,"Silver Knife",484,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:sinisite_knife",14897,"Sinisite Knife",4100,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:skyjade_knife",14939,"Skyjade Knife",250,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:skyroot_knife",14930,"Skyroot Knife",59,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:soul_steel_knife",14920,"Soul Steel Knife",200,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, spirit:soul_steel_mainhand, forge:tools/scavenging, forge:tools"
"Unknown","delightful:steel_knife",14883,"Steel Knife",484,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:steeleaf_knife",14911,"Steeleaf Knife",131,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:stratus_knife",14940,"Stratus Knife",250,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:terra_knife",14935,"Terra Knife",484,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools, botania:mana_using_items"
"Unknown","delightful:thyrium_knife",14896,"Thyrium Knife",2000,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:tin_knife",14882,"Tin Knife",120,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:utherium_knife",14926,"Utherium Knife",1279,"farmersdelight:straw_harvesters, undergarden:utherium_items, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools"
"Unknown","delightful:valkyrum_knife",14941,"Valkyrum Knife",2031,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:veridium_knife",14937,"Veridium Knife",250,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, forge:tools/scavenging, forge:tools, aether_redux:veridium_advancement_infusable"
"Unknown","delightful:warden_knife",14913,"Warden Knife",2464,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:zanite_knife",14931,"Zanite Knife",250,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","delightful:zinc_knife",14892,"Zinc Knife",250,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","easy_emerald:amethyst_axe",8802,"Amethyst Axe",1404,""
"Unknown","easy_emerald:amethyst_body",8846,"Amethyst Chestplate",528,""
"Unknown","easy_emerald:amethyst_boots",8848,"Amethyst Boots",429,""
"Unknown","easy_emerald:amethyst_bow",8800,"Amethyst Bow",1404,""
"Unknown","easy_emerald:amethyst_excavator",8805,"Amethyst Excavator",1404,""
"Unknown","easy_emerald:amethyst_hammer",8806,"Amethyst Hammer",1404,""
"Unknown","easy_emerald:amethyst_head",8845,"Amethyst Helmet",363,""
"Unknown","easy_emerald:amethyst_hoe",8804,"Amethyst Hoe",1404,""
"Unknown","easy_emerald:amethyst_leggings",8847,"Amethyst Leggings",495,""
"Unknown","easy_emerald:amethyst_paxel",8807,"Amethyst Paxel",1404,""
"Unknown","easy_emerald:amethyst_pickaxe",8801,"Amethyst Pickaxe",1404,"minecraft:tools, forge:tools, minecraft:breaks_decorated_pots, minecraft:pickaxes"
"Unknown","easy_emerald:amethyst_shovel",8803,"Amethyst Shovel",1404,""
"Unknown","easy_emerald:amethyst_sword",8799,"Amethyst Sword",1404,""
"Unknown","easy_emerald:amethyst_treeaxe",8808,"Amethyst TreeAxe",1404,""
"Unknown","easy_emerald:copper_axe",8792,"Copper Axe",225,""
"Unknown","easy_emerald:copper_body",8842,"Copper Chestplate",224,""
"Unknown","easy_emerald:copper_boots",8844,"Copper Boots",182,""
"Unknown","easy_emerald:copper_bow",8790,"Copper Bow",225,""
"Unknown","easy_emerald:copper_excavator",8795,"Copper Excavator",225,""
"Unknown","easy_emerald:copper_hammer",8796,"Copper Hammer",225,""
"Unknown","easy_emerald:copper_head",8841,"Copper Helmet",154,""
"Unknown","easy_emerald:copper_hoe",8794,"Copper Hoe",225,""
"Unknown","easy_emerald:copper_leggings",8843,"Copper Leggings",210,""
"Unknown","easy_emerald:copper_paxel",8797,"Copper Paxel",225,""
"Unknown","easy_emerald:copper_pickaxe",8791,"Copper Pickaxe",225,"minecraft:tools, forge:tools, minecraft:breaks_decorated_pots, minecraft:pickaxes"
"Unknown","easy_emerald:copper_shovel",8793,"Copper Shovel",225,""
"Unknown","easy_emerald:copper_sword",8789,"Copper Sword",225,""
"Unknown","easy_emerald:copper_treeaxe",8798,"Copper TreeAxe",225,""
"Unknown","easy_emerald:diamond_excavator",8821,"Diamond Excavator",1561,""
"Unknown","easy_emerald:diamond_hammer",8822,"Diamond Hammer",1561,""
"Unknown","easy_emerald:diamond_paxel",8823,"Diamond Paxel",1561,""
"Unknown","easy_emerald:diamond_treeaxe",8824,"Diamond Tree Axe",1561,""
"Unknown","easy_emerald:emerald_axe",8760,"Emerald Axe",700,""
"Unknown","easy_emerald:emerald_body",8830,"Emerald Chestplate",496,""
"Unknown","easy_emerald:emerald_boots",8832,"Emerald Boots",403,""
"Unknown","easy_emerald:emerald_bow",8758,"Emerald Bow",700,""
"Unknown","easy_emerald:emerald_excavator",8763,"Emerald Excavator",700,""
"Unknown","easy_emerald:emerald_hammer",8764,"Emerald Hammer",700,""
"Unknown","easy_emerald:emerald_head",8829,"Emerald Helmet",341,""
"Unknown","easy_emerald:emerald_hoe",8762,"Emerald Hoe",700,""
"Unknown","easy_emerald:emerald_leggings",8831,"Emerald Leggings",465,""
"Unknown","easy_emerald:emerald_paxel",8765,"Emerald Paxel",700,""
"Unknown","easy_emerald:emerald_pickaxe",8759,"Emerald Pickaxe",700,"minecraft:tools, forge:tools, minecraft:breaks_decorated_pots, minecraft:pickaxes"
"Unknown","easy_emerald:emerald_shovel",8761,"Emerald Shovel",700,""
"Unknown","easy_emerald:emerald_sword",8757,"Emerald Sword",700,""
"Unknown","easy_emerald:emerald_treeaxe",8766,"Emerald Tree Axe",700,""
"Unknown","easy_emerald:gold_excavator",8817,"Golden Excavator",32,""
"Unknown","easy_emerald:gold_hammer",8818,"Golden Hammer",32,""
"Unknown","easy_emerald:gold_paxel",8819,"Golden Paxel",32,""
"Unknown","easy_emerald:gold_treeaxe",8820,"Golden Tree Axe",32,""
"Unknown","easy_emerald:iron_excavator",8813,"Iron Excavator",250,""
"Unknown","easy_emerald:iron_hammer",8814,"Iron Hammer",250,""
"Unknown","easy_emerald:iron_paxel",8815,"Iron Paxel",250,""
"Unknown","easy_emerald:iron_treeaxe",8816,"Iron Tree Axe",250,""
"Unknown","easy_emerald:netherite_excavator",8825,"Netherite Excavator",2031,""
"Unknown","easy_emerald:netherite_hammer",8826,"Netherite Hammer",2031,""
"Unknown","easy_emerald:netherite_paxel",8827,"Netherite Paxel",2031,""
"Unknown","easy_emerald:netherite_treeaxe",8828,"Netherite Tree Axe",2031,""
"Unknown","easy_emerald:obsidian_axe",8782,"Obsidian Axe",525,""
"Unknown","easy_emerald:obsidian_body",8838,"Obsidian Chestplate",464,""
"Unknown","easy_emerald:obsidian_boots",8840,"Obsidian Boots",377,""
"Unknown","easy_emerald:obsidian_bow",8780,"Obsidian Bow",525,""
"Unknown","easy_emerald:obsidian_excavator",8785,"Obsidian Excavator",525,""
"Unknown","easy_emerald:obsidian_hammer",8786,"Obsidian Hammer",525,""
"Unknown","easy_emerald:obsidian_head",8837,"Obsidian Helmet",319,""
"Unknown","easy_emerald:obsidian_hoe",8784,"Obsidian Hoe",525,""
"Unknown","easy_emerald:obsidian_leggings",8839,"Obsidian Leggings",435,""
"Unknown","easy_emerald:obsidian_paxel",8787,"Obsidian Paxel",525,""
"Unknown","easy_emerald:obsidian_pickaxe",8781,"Obsidian Pickaxe",525,"minecraft:tools, forge:tools, minecraft:breaks_decorated_pots, minecraft:pickaxes"
"Unknown","easy_emerald:obsidian_shovel",8783,"Obsidian Shovel",525,""
"Unknown","easy_emerald:obsidian_sword",8779,"Obsidian Sword",525,""
"Unknown","easy_emerald:obsidian_treeaxe",8788,"Obsidian Tree Axe",525,""
"Unknown","easy_emerald:ruby_axe",8772,"Ruby Axe",1050,""
"Unknown","easy_emerald:ruby_body",8834,"Ruby Chestplate",528,""
"Unknown","easy_emerald:ruby_boots",8836,"Ruby Boots",429,""
"Unknown","easy_emerald:ruby_bow",8770,"Ruby Bow",1050,""
"Unknown","easy_emerald:ruby_excavator",8775,"Ruby Excavator",1050,""
"Unknown","easy_emerald:ruby_hammer",8776,"Ruby Hammer",1050,""
"Unknown","easy_emerald:ruby_head",8833,"Ruby Helmet",363,""
"Unknown","easy_emerald:ruby_hoe",8774,"Ruby Hoe",1050,""
"Unknown","easy_emerald:ruby_leggings",8835,"Ruby Leggings",495,""
"Unknown","easy_emerald:ruby_paxel",8777,"Ruby Paxel",1050,""
"Unknown","easy_emerald:ruby_pickaxe",8771,"Ruby Pickaxe",1050,"minecraft:tools, forge:tools, minecraft:breaks_decorated_pots, minecraft:pickaxes"
"Unknown","easy_emerald:ruby_shovel",8773,"Ruby Shovel",1050,""
"Unknown","easy_emerald:ruby_sword",8769,"Ruby Sword",1050,""
"Unknown","easy_emerald:ruby_treeaxe",8778,"Ruby Tree Axe",1050,""
"Unknown","easy_emerald:wooden_excavator",8809,"Wooden Excavator",59,""
"Unknown","easy_emerald:wooden_hammer",8810,"Wooden Hammer",59,""
"Unknown","easy_emerald:wooden_paxel",8811,"Wooden Paxel",59,""
"Unknown","easy_emerald:wooden_treeaxe",8812,"Wooden Tree Axe",59,""
"Unknown","easy_paper:wooden_masher",6081,"Wooden Masher",128,""
"Unknown","ecologics:crab_claw",8720,"Crab Claw",50,"c:shears, forge:crab_claw, biomeswevegone:shears, forge:shears, bookshelf:shears, notreepunching:shears"
"Unknown","enemyexpansion:deathstick",5888,"Deathstick",100,""
"Unknown","enemyexpansion:headbiter_helmet",5875,"Headbiter",253,""
"Unknown","enemyexpansion:horsehead_helmet",5865,"Horsehead",253,""
"Unknown","enemyexpansion:meathead_helmet",5864,"Meathead",253,""
"Unknown","enemyexpansion:phantasm_boots",5885,"Phantasm Boots",299,""
"Unknown","enemyexpansion:phantasm_chestplate",5883,"Phantasm Cape",368,""
"Unknown","enemyexpansion:phantasm_helmet",5882,"Phantasm Cowl",253,""
"Unknown","enemyexpansion:phantasm_leggings",5884,"Phantasm Leggings",345,""
"Unknown","enemyexpansion:silverhead_helmet",5881,"Silverhat",253,""
"Unknown","enemyexpansion:troll_molar",5887,"Troll Molar",505,""
"Unknown","farmersdelight:diamond_knife",13201,"Diamond Knife",1561,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","farmersdelight:flint_knife",13199,"Flint Knife",131,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","farmersdelight:golden_knife",13203,"Golden Knife",32,"farmersdelight:straw_harvesters, bakery:knives, farmersdelight:tools/knives, notreepunching:knives, forge:tools/knives, minecraft:piglin_loved, forge:tools/scavenging, forge:tools"
"Unknown","farmersdelight:iron_knife",13200,"Iron Knife",250,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","farmersdelight:netherite_knife",13202,"Netherite Knife",2031,"farmersdelight:straw_harvesters, bakery:knives, forge:tools/scavenging, forge:tools, notreepunching:knives, farmersdelight:tools/knives, forge:tools/knives"
"Unknown","farmersdelight:skillet",13133,"Skillet",250,""
"Unknown","finsandtails:armored_gopjet_jetpack",5451,"Armored Gopjetpack",240,""
"Unknown","finsandtails:bugfish_mandibles",5452,"Bugfish Mandibles",232,"biomeswevegone:shears, forge:shears, c:shears, bookshelf:shears, notreepunching:shears"
"Unknown","finsandtails:fwinged_boots",5446,"Fwinged Boots",45,""
"Unknown","finsandtails:gem_crab_amulet",5455,"Spindly Gem Charm",2,"curious:necklace"
"Unknown","finsandtails:gopjet_jetpack",5449,"Gopjetpack",128,""
"Unknown","finsandtails:red_claw_gauntlet",5448,"Red Claw Gauntlet",130,"finsandtails:claw_gauntlets"
"Unknown","finsandtails:spindly_amber_charm",5458,"Spindly Amber Charm",25,"curious:necklace"
"Unknown","finsandtails:spindly_emerald_charm",5460,"Spindly Emerald Charm",25,"curious:necklace"
"Unknown","finsandtails:spindly_pearl_charm",5456,"Spindly Pearl Charm",25,"curious:necklace"
"Unknown","finsandtails:spindly_ruby_charm",5457,"Spindly Ruby Charm",25,"curious:necklace"
"Unknown","finsandtails:spindly_sapphire_charm",5459,"Spindly Sapphire Charm",25,"curious:necklace"
"Unknown","finsandtails:swamp_didgeridoo",5453,"Swamp Didgeridoo",64,""
"Unknown","finsandtails:white_claw_gauntlet",5447,"White Claw Gauntlet",200,"finsandtails:claw_gauntlets"
"Unknown","galosphere:preserved_flesh",4464,"Preserved Flesh",180,""
"Unknown","galosphere:saltbound_tablet",4462,"Saltbound Tablet",432,""
"Unknown","galosphere:sterling_boots",4452,"Sterling Boots",156,"minecraft:freeze_immune_wearables"
"Unknown","galosphere:sterling_chestplate",4450,"Sterling Chestplate",192,"minecraft:freeze_immune_wearables"
"Unknown","galosphere:sterling_helmet",4449,"Sterling Helmet",132,"minecraft:freeze_immune_wearables"
"Unknown","galosphere:sterling_leggings",4451,"Sterling Leggings",180,"minecraft:freeze_immune_wearables"
"Unknown","immersive_weathering:flower_crown",3769,"Flower Crown",64,"alexsmobs:hummingbird_breedables, trinkets:head/hat, alexsmobs:tarantula_hawk_foodstuffs, curios:head, minecraft:flowers"
"Unknown","immersive_weathering:ice_sickle",3775,"Ice Sickle",3,""
"Unknown","immersive_weathering:steel_wool",3774,"Steel Wool",128,""
"Unknown","insects_recrafted:bugcatcher",3510,"Butterfly Catcher",50,""
"Unknown","insects_recrafted:scorpionstingsword",3514,"Scorpion Sting Sword",190,""
"Unknown","naturalist:bug_net",12411,"Bug Net",64,""
"Unknown","notreepunching:clay_tool",8313,"Clay Tool",59,""
"Unknown","notreepunching:diamond_knife",8323,"Diamond Knife",1561,"notreepunching:h/knives, notreepunching:knives"
"Unknown","notreepunching:diamond_mattock",8327,"Diamond Mattock",1561,"notreepunching:mattocks, notreepunching:h/mattocks, notreepunching:shovel_tools, notreepunching:hoe_tools, notreepunching:axe_tools"
