"Mod name","Registry name","Item ID","Display name","Recipe name","Tags"
"Unknown","botanypotstiers:creative_purple_terracotta_botany_pot",2083,"Creative Purple Botany Pot","botanypotstiers:crafting/creative_purple_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_purple_terracotta_hopper_botany_pot",2084,"Creative Purple Hopper Botany Pot","botanypotstiers:crafting/creative_purple_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_purple_terracotta_hopper_botany_pot",2084,"Creative Purple Hopper Botany Pot","botanypotstiers:crafting/creative_purple_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_purple_terracotta_hopper_botany_pot",2084,"Creative Purple Hopper Botany Pot","botanypotstiers:crafting/creative_purple_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_purple_terracotta_hopper_botany_pot",2084,"Creative Purple Hopper Botany Pot","botanypotstiers:crafting/creative_purple_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_concrete_botany_pot",2109,"Creative Red Botany Pot","botanypotstiers:crafting/creative_red_concrete_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_concrete_botany_pot",2109,"Creative Red Botany Pot","botanypotstiers:crafting/creative_red_concrete_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_concrete_hopper_botany_pot",2110,"Creative Red Hopper Botany Pot","botanypotstiers:crafting/creative_red_concrete_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_concrete_hopper_botany_pot",2110,"Creative Red Hopper Botany Pot","botanypotstiers:crafting/creative_red_concrete_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_concrete_hopper_botany_pot",2110,"Creative Red Hopper Botany Pot","botanypotstiers:crafting/creative_red_concrete_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_concrete_hopper_botany_pot",2110,"Creative Red Hopper Botany Pot","botanypotstiers:crafting/creative_red_concrete_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_glazed_terracotta_botany_pot",2111,"Creative Red Glazed Botany Pot","botanypotstiers:crafting/creative_red_glazed_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_glazed_terracotta_botany_pot",2111,"Creative Red Glazed Botany Pot","botanypotstiers:crafting/creative_red_glazed_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_glazed_terracotta_hopper_botany_pot",2112,"Creative Red Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_red_glazed_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_glazed_terracotta_hopper_botany_pot",2112,"Creative Red Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_red_glazed_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_glazed_terracotta_hopper_botany_pot",2112,"Creative Red Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_red_glazed_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_glazed_terracotta_hopper_botany_pot",2112,"Creative Red Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_red_glazed_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_terracotta_botany_pot",2107,"Creative Red Botany Pot","botanypotstiers:crafting/creative_red_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_terracotta_botany_pot",2107,"Creative Red Botany Pot","botanypotstiers:crafting/creative_red_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_terracotta_hopper_botany_pot",2108,"Creative Red Hopper Botany Pot","botanypotstiers:crafting/creative_red_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_terracotta_hopper_botany_pot",2108,"Creative Red Hopper Botany Pot","botanypotstiers:crafting/creative_red_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_terracotta_hopper_botany_pot",2108,"Creative Red Hopper Botany Pot","botanypotstiers:crafting/creative_red_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_red_terracotta_hopper_botany_pot",2108,"Creative Red Hopper Botany Pot","botanypotstiers:crafting/creative_red_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_terracotta_botany_pot",2021,"Creative Botany Pot","botanypotstiers:crafting/creative_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_terracotta_hopper_botany_pot",2022,"Creative Hopper Botany Pot","botanypotstiers:crafting/creative_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_terracotta_hopper_botany_pot",2022,"Creative Hopper Botany Pot","botanypotstiers:crafting/creative_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_terracotta_hopper_botany_pot",2022,"Creative Hopper Botany Pot","botanypotstiers:crafting/creative_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_concrete_botany_pot",2025,"Creative White Botany Pot","botanypotstiers:crafting/creative_white_concrete_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_concrete_botany_pot",2025,"Creative White Botany Pot","botanypotstiers:crafting/creative_white_concrete_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_concrete_hopper_botany_pot",2026,"Creative White Hopper Botany Pot","botanypotstiers:crafting/creative_white_concrete_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_concrete_hopper_botany_pot",2026,"Creative White Hopper Botany Pot","botanypotstiers:crafting/creative_white_concrete_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_concrete_hopper_botany_pot",2026,"Creative White Hopper Botany Pot","botanypotstiers:crafting/creative_white_concrete_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_concrete_hopper_botany_pot",2026,"Creative White Hopper Botany Pot","botanypotstiers:crafting/creative_white_concrete_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_glazed_terracotta_botany_pot",2027,"Creative White Glazed Botany Pot","botanypotstiers:crafting/creative_white_glazed_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_glazed_terracotta_botany_pot",2027,"Creative White Glazed Botany Pot","botanypotstiers:crafting/creative_white_glazed_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_glazed_terracotta_hopper_botany_pot",2028,"Creative White Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_white_glazed_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_glazed_terracotta_hopper_botany_pot",2028,"Creative White Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_white_glazed_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_glazed_terracotta_hopper_botany_pot",2028,"Creative White Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_white_glazed_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_glazed_terracotta_hopper_botany_pot",2028,"Creative White Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_white_glazed_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_terracotta_botany_pot",2023,"Creative White Botany Pot","botanypotstiers:crafting/creative_white_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_terracotta_botany_pot",2023,"Creative White Botany Pot","botanypotstiers:crafting/creative_white_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_terracotta_hopper_botany_pot",2024,"Creative White Hopper Botany Pot","botanypotstiers:crafting/creative_white_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_terracotta_hopper_botany_pot",2024,"Creative White Hopper Botany Pot","botanypotstiers:crafting/creative_white_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_terracotta_hopper_botany_pot",2024,"Creative White Hopper Botany Pot","botanypotstiers:crafting/creative_white_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_white_terracotta_hopper_botany_pot",2024,"Creative White Hopper Botany Pot","botanypotstiers:crafting/creative_white_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_concrete_botany_pot",2049,"Creative Yellow Botany Pot","botanypotstiers:crafting/creative_yellow_concrete_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_concrete_botany_pot",2049,"Creative Yellow Botany Pot","botanypotstiers:crafting/creative_yellow_concrete_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_concrete_hopper_botany_pot",2050,"Creative Yellow Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_concrete_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_concrete_hopper_botany_pot",2050,"Creative Yellow Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_concrete_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_concrete_hopper_botany_pot",2050,"Creative Yellow Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_concrete_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_concrete_hopper_botany_pot",2050,"Creative Yellow Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_concrete_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_glazed_terracotta_botany_pot",2051,"Creative Yellow Glazed Botany Pot","botanypotstiers:crafting/creative_yellow_glazed_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_glazed_terracotta_botany_pot",2051,"Creative Yellow Glazed Botany Pot","botanypotstiers:crafting/creative_yellow_glazed_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_glazed_terracotta_hopper_botany_pot",2052,"Creative Yellow Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_glazed_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_glazed_terracotta_hopper_botany_pot",2052,"Creative Yellow Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_glazed_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_glazed_terracotta_hopper_botany_pot",2052,"Creative Yellow Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_glazed_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_glazed_terracotta_hopper_botany_pot",2052,"Creative Yellow Glazed Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_glazed_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_terracotta_botany_pot",2047,"Creative Yellow Botany Pot","botanypotstiers:crafting/creative_yellow_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_terracotta_botany_pot",2047,"Creative Yellow Botany Pot","botanypotstiers:crafting/creative_yellow_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_terracotta_hopper_botany_pot",2048,"Creative Yellow Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_terracotta_hopper_botany_pot",2048,"Creative Yellow Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_terracotta_hopper_botany_pot",2048,"Creative Yellow Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:creative_yellow_terracotta_hopper_botany_pot",2048,"Creative Yellow Hopper Botany Pot","botanypotstiers:crafting/creative_yellow_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_concrete_botany_pot",1919,"Elite Black Botany Pot","botanypotstiers:crafting/elite_black_concrete_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_concrete_botany_pot",1919,"Elite Black Botany Pot","botanypotstiers:crafting/elite_black_concrete_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_concrete_hopper_botany_pot",1920,"Elite Black Hopper Botany Pot","botanypotstiers:crafting/elite_black_concrete_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_concrete_hopper_botany_pot",1920,"Elite Black Hopper Botany Pot","botanypotstiers:crafting/elite_black_concrete_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_concrete_hopper_botany_pot",1920,"Elite Black Hopper Botany Pot","botanypotstiers:crafting/elite_black_concrete_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_concrete_hopper_botany_pot",1920,"Elite Black Hopper Botany Pot","botanypotstiers:crafting/elite_black_concrete_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_glazed_terracotta_botany_pot",1921,"Elite Black Glazed Botany Pot","botanypotstiers:crafting/elite_black_glazed_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_glazed_terracotta_botany_pot",1921,"Elite Black Glazed Botany Pot","botanypotstiers:crafting/elite_black_glazed_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_glazed_terracotta_hopper_botany_pot",1922,"Elite Black Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_black_glazed_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_glazed_terracotta_hopper_botany_pot",1922,"Elite Black Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_black_glazed_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_glazed_terracotta_hopper_botany_pot",1922,"Elite Black Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_black_glazed_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_glazed_terracotta_hopper_botany_pot",1922,"Elite Black Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_black_glazed_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_terracotta_botany_pot",1917,"Elite Black Botany Pot","botanypotstiers:crafting/elite_black_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_terracotta_botany_pot",1917,"Elite Black Botany Pot","botanypotstiers:crafting/elite_black_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_terracotta_hopper_botany_pot",1918,"Elite Black Hopper Botany Pot","botanypotstiers:crafting/elite_black_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_terracotta_hopper_botany_pot",1918,"Elite Black Hopper Botany Pot","botanypotstiers:crafting/elite_black_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_terracotta_hopper_botany_pot",1918,"Elite Black Hopper Botany Pot","botanypotstiers:crafting/elite_black_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_black_terracotta_hopper_botany_pot",1918,"Elite Black Hopper Botany Pot","botanypotstiers:crafting/elite_black_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_concrete_botany_pot",1895,"Elite Blue Botany Pot","botanypotstiers:crafting/elite_blue_concrete_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_concrete_botany_pot",1895,"Elite Blue Botany Pot","botanypotstiers:crafting/elite_blue_concrete_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_concrete_hopper_botany_pot",1896,"Elite Blue Hopper Botany Pot","botanypotstiers:crafting/elite_blue_concrete_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_concrete_hopper_botany_pot",1896,"Elite Blue Hopper Botany Pot","botanypotstiers:crafting/elite_blue_concrete_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_concrete_hopper_botany_pot",1896,"Elite Blue Hopper Botany Pot","botanypotstiers:crafting/elite_blue_concrete_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_concrete_hopper_botany_pot",1896,"Elite Blue Hopper Botany Pot","botanypotstiers:crafting/elite_blue_concrete_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_glazed_terracotta_botany_pot",1897,"Elite Blue Glazed Botany Pot","botanypotstiers:crafting/elite_blue_glazed_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_glazed_terracotta_botany_pot",1897,"Elite Blue Glazed Botany Pot","botanypotstiers:crafting/elite_blue_glazed_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_glazed_terracotta_hopper_botany_pot",1898,"Elite Blue Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_blue_glazed_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_glazed_terracotta_hopper_botany_pot",1898,"Elite Blue Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_blue_glazed_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_glazed_terracotta_hopper_botany_pot",1898,"Elite Blue Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_blue_glazed_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_glazed_terracotta_hopper_botany_pot",1898,"Elite Blue Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_blue_glazed_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_terracotta_botany_pot",1893,"Elite Blue Botany Pot","botanypotstiers:crafting/elite_blue_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_terracotta_botany_pot",1893,"Elite Blue Botany Pot","botanypotstiers:crafting/elite_blue_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_terracotta_hopper_botany_pot",1894,"Elite Blue Hopper Botany Pot","botanypotstiers:crafting/elite_blue_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_terracotta_hopper_botany_pot",1894,"Elite Blue Hopper Botany Pot","botanypotstiers:crafting/elite_blue_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_terracotta_hopper_botany_pot",1894,"Elite Blue Hopper Botany Pot","botanypotstiers:crafting/elite_blue_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_blue_terracotta_hopper_botany_pot",1894,"Elite Blue Hopper Botany Pot","botanypotstiers:crafting/elite_blue_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_concrete_botany_pot",1901,"Elite Brown Botany Pot","botanypotstiers:crafting/elite_brown_concrete_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_concrete_botany_pot",1901,"Elite Brown Botany Pot","botanypotstiers:crafting/elite_brown_concrete_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_concrete_hopper_botany_pot",1902,"Elite Brown Hopper Botany Pot","botanypotstiers:crafting/elite_brown_concrete_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_concrete_hopper_botany_pot",1902,"Elite Brown Hopper Botany Pot","botanypotstiers:crafting/elite_brown_concrete_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_concrete_hopper_botany_pot",1902,"Elite Brown Hopper Botany Pot","botanypotstiers:crafting/elite_brown_concrete_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_concrete_hopper_botany_pot",1902,"Elite Brown Hopper Botany Pot","botanypotstiers:crafting/elite_brown_concrete_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_glazed_terracotta_botany_pot",1903,"Elite Brown Glazed Botany Pot","botanypotstiers:crafting/elite_brown_glazed_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_glazed_terracotta_botany_pot",1903,"Elite Brown Glazed Botany Pot","botanypotstiers:crafting/elite_brown_glazed_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_glazed_terracotta_hopper_botany_pot",1904,"Elite Brown Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_brown_glazed_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_glazed_terracotta_hopper_botany_pot",1904,"Elite Brown Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_brown_glazed_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_glazed_terracotta_hopper_botany_pot",1904,"Elite Brown Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_brown_glazed_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_glazed_terracotta_hopper_botany_pot",1904,"Elite Brown Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_brown_glazed_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_terracotta_botany_pot",1899,"Elite Brown Botany Pot","botanypotstiers:crafting/elite_brown_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_terracotta_botany_pot",1899,"Elite Brown Botany Pot","botanypotstiers:crafting/elite_brown_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_terracotta_hopper_botany_pot",1900,"Elite Brown Hopper Botany Pot","botanypotstiers:crafting/elite_brown_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_terracotta_hopper_botany_pot",1900,"Elite Brown Hopper Botany Pot","botanypotstiers:crafting/elite_brown_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_terracotta_hopper_botany_pot",1900,"Elite Brown Hopper Botany Pot","botanypotstiers:crafting/elite_brown_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_brown_terracotta_hopper_botany_pot",1900,"Elite Brown Hopper Botany Pot","botanypotstiers:crafting/elite_brown_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_concrete_botany_pot",1883,"Elite Cyan Botany Pot","botanypotstiers:crafting/elite_cyan_concrete_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_concrete_botany_pot",1883,"Elite Cyan Botany Pot","botanypotstiers:crafting/elite_cyan_concrete_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_concrete_hopper_botany_pot",1884,"Elite Cyan Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_concrete_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_concrete_hopper_botany_pot",1884,"Elite Cyan Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_concrete_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_concrete_hopper_botany_pot",1884,"Elite Cyan Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_concrete_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_concrete_hopper_botany_pot",1884,"Elite Cyan Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_concrete_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_glazed_terracotta_botany_pot",1885,"Elite Cyan Glazed Botany Pot","botanypotstiers:crafting/elite_cyan_glazed_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_glazed_terracotta_botany_pot",1885,"Elite Cyan Glazed Botany Pot","botanypotstiers:crafting/elite_cyan_glazed_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_glazed_terracotta_hopper_botany_pot",1886,"Elite Cyan Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_glazed_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_glazed_terracotta_hopper_botany_pot",1886,"Elite Cyan Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_glazed_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_glazed_terracotta_hopper_botany_pot",1886,"Elite Cyan Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_glazed_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_glazed_terracotta_hopper_botany_pot",1886,"Elite Cyan Glazed Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_glazed_terracotta_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_terracotta_botany_pot",1881,"Elite Cyan Botany Pot","botanypotstiers:crafting/elite_cyan_terracotta_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_terracotta_botany_pot",1881,"Elite Cyan Botany Pot","botanypotstiers:crafting/elite_cyan_terracotta_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_terracotta_hopper_botany_pot",1882,"Elite Cyan Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_terracotta_compact_hopper_botany_pot","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_terracotta_hopper_botany_pot",1882,"Elite Cyan Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_terracotta_compact_hopper_botany_pot_2","botanypots:all_botany_pots"
"Unknown","botanypotstiers:elite_cyan_terracotta_hopper_botany_pot",1882,"Elite Cyan Hopper Botany Pot","botanypotstiers:crafting/elite_cyan_terracotta_compact_hopper_botany_pot_3","botanypots:all_botany_pots"
