"Mod name","Registry name","ID"
"Unknown","nebulus_spiders_plus:nether_wastelands_spider",235
"Unknown","nebulus_spiders_plus:snow_spider",237
"Unknown","nebulus_spiders_plus:soulsand_spider",238
"Unknown","nebulus_spiders_plus:swamp_spider",240
"Unknown","nebulus_spiders_plus:taiga_spider",241
"Unknown","nebulus_spiders_plus:warped_forests_arachno",242
"Unknown","obscure_api:vfx",461
"Unknown","oceans_enhancements:blue_sea_horse",731
"Unknown","oceans_enhancements:blue_tang_fish",730
"Unknown","oceans_enhancements:clown_fish",728
"Unknown","oceans_enhancements:golden_fish",729
"Unknown","oceans_enhancements:green_seahorse",733
"Unknown","oceans_enhancements:luminiscent_blue_seahorse",732
"Unknown","oceans_enhancements:luminiscent_green_seahorse",734
"Unknown","oceans_enhancements:luminiscent_pink_seahorse",738
"Unknown","oceans_enhancements:luminiscent_yellow_seahorse",736
"Unknown","oceans_enhancements:pink_seahorse",737
"Unknown","oceans_enhancements:red_seahorse",739
"Unknown","oceans_enhancements:yellow_seahorse",735
"Unknown","psg:projectile_explosivebundle_projectile",756
"Unknown","quark:crab",1038
"Unknown","quark:dyed_item_frame",1039
"Unknown","quark:flamerang",1046
"Unknown","quark:forgotten",1040
"Unknown","quark:foxhound",1041
"Unknown","quark:glass_frame",1042
"Unknown","quark:gravisand",1043
"Unknown","quark:parrot_egg",1044
"Unknown","quark:pickarang",1045
"Unknown","quark:quark_boat",1036
"Unknown","quark:quark_chest_boat",1037
"Unknown","quark:shiba",1047
"Unknown","quark:skull_pike",1048
"Unknown","quark:soul_bead",1055
"Unknown","quark:stoneling",1049
"Unknown","quark:stool",1050
"Unknown","quark:torch_arrow",1051
"Unknown","quark:toretoise",1052
"Unknown","quark:totem",1053
"Unknown","quark:wraith",1054
"Unknown","regions_unexplored:boat",1024
"Unknown","regions_unexplored:chest_boat",1025
"Unknown","scorpions:brown_scorpion",471
"Unknown","scorpions:emperor_scorpion",472
"Unknown","scorpions:nether_scorpion",473
"Unknown","sophisticatedbackpacks:everlasting_backpack_item",428
"Unknown","spartanweaponry:arrow",990
"Unknown","spartanweaponry:bolt",992
"Unknown","spartanweaponry:boomerang",998
"Unknown","spartanweaponry:dynamite",999
"Unknown","spartanweaponry:explosive_arrow",991
"Unknown","spartanweaponry:javelin",997
"Unknown","spartanweaponry:spectral_bolt",993
"Unknown","spartanweaponry:throwing_knife",995
"Unknown","spartanweaponry:throwing_weapon",994
"Unknown","spartanweaponry:tomahawk",996
"Unknown","spawn:angler_fish",464
"Unknown","spawn:ant",470
"Unknown","spawn:hamster",469
"Unknown","spawn:seahorse",467
"Unknown","spawn:snail",468
"Unknown","spawn:tuna",465
"Unknown","spawn:tuna_egg",466
"Unknown","terraform:boat",127
"Unknown","terraform:chest_boat",128
"Unknown","tumbleweed:tumbleweed",462
"Unknown","twigs:pebble",980
"Unknown","untamedwilds:aardvark",364
"Unknown","untamedwilds:arowana",376
"Unknown","untamedwilds:baleen_whale",371
"Unknown","untamedwilds:bear",361
"Unknown","untamedwilds:big_cat",362
"Unknown","untamedwilds:bison",368
"Unknown","untamedwilds:boar",367
"Unknown","untamedwilds:butterfly",354
"Unknown","untamedwilds:camel",369
"Unknown","untamedwilds:catfish",381
"Unknown","untamedwilds:football_fish",378
"Unknown","untamedwilds:giant_clam",360
"Unknown","untamedwilds:giant_salamander",384
"Unknown","untamedwilds:hippo",363
"Unknown","untamedwilds:hyena",366
"Unknown","untamedwilds:king_crab",353
"Unknown","untamedwilds:large_snake",358
"Unknown","untamedwilds:manatee",370
"Unknown","untamedwilds:monitor",359
"Unknown","untamedwilds:newt",385
"Unknown","untamedwilds:opossum",372
"Unknown","untamedwilds:rhino",365
"Unknown","untamedwilds:sawfish",383
"Unknown","untamedwilds:shark",377
"Unknown","untamedwilds:snake",355
"Unknown","untamedwilds:softshell_turtle",356
"Unknown","untamedwilds:spadefish",382
"Unknown","untamedwilds:spit",388
"Unknown","untamedwilds:spitter",387
"Unknown","untamedwilds:sunfish",374
"Unknown","untamedwilds:tarantula",352
"Unknown","untamedwilds:terror_bird",386
"Unknown","untamedwilds:tortoise",357
"Unknown","untamedwilds:trevally",375
"Unknown","untamedwilds:triggerfish",380
"Unknown","untamedwilds:whale_shark",379
"Unknown","untamedwilds:wildebeest",373
"Unknown","upgrade_aquatic:box_jellyfish",1021
"Unknown","upgrade_aquatic:cassiopea_jellyfish",1022
"Unknown","upgrade_aquatic:flare",1019
"Unknown","upgrade_aquatic:goose",1020
"Unknown","upgrade_aquatic:great_thrasher",1018
"Unknown","upgrade_aquatic:immortal_jellyfish",1023
"Unknown","upgrade_aquatic:lionfish",1016
"Unknown","upgrade_aquatic:nautilus",1013
"Unknown","upgrade_aquatic:perch",1015
"Unknown","upgrade_aquatic:pike",1014
"Unknown","upgrade_aquatic:sonar_wave",1012
"Unknown","upgrade_aquatic:thrasher",1017
"Unknown","vinery:mule",1003
"Unknown","vinery:wandering_winemaker",1004
"Unknown","vulture:vulture",244
"Unknown","waddles:adelie_penguin",981
"Unknown","whatareyouvotingfor:armadillo",134
"Unknown","whatareyouvotingfor:crab",133
"Unknown","whatareyouvotingfor:penguin",135
"Unknown","wildernature:bison",1056
"Unknown","wildernature:boar",1057
"Unknown","wildernature:bullet",1071
"Unknown","wildernature:cassowary",1058
"Unknown","wildernature:deer",1059
"Unknown","wildernature:dog",1060
"Unknown","wildernature:flamingo",1061
"Unknown","wildernature:hedgehog",1062
"Unknown","wildernature:minisheep",1063
"Unknown","wildernature:owl",1064
"Unknown","wildernature:pelican",1065
"Unknown","wildernature:penguin",1066
"Unknown","wildernature:raccoon",1067
"Unknown","wildernature:red_wolf",1068
"Unknown","wildernature:squirrel",1069
"Unknown","wildernature:turkey",1070
"Unknown","wizard_animals_plus:alligator",625
"Unknown","wizard_animals_plus:alligator_egg_entity",626
"Unknown","wizard_animals_plus:anaconda_green",585
"Unknown","wizard_animals_plus:ant_giant_amazonian",510
"Unknown","wizard_animals_plus:armadillo_ball",528
"Unknown","wizard_animals_plus:armadillo_giant",527
"Unknown","wizard_animals_plus:bait_bird",538
"Unknown","wizard_animals_plus:bat_flying_fox",547
"Unknown","wizard_animals_plus:beetle_celestial_blue",608
"Unknown","wizard_animals_plus:beetle_dead_nettle",476
"Unknown","wizard_animals_plus:beetle_ladybug",569
"Unknown","wizard_animals_plus:beetle_scarlet_leaf",609
"Unknown","wizard_animals_plus:beetle_titan",570
"Unknown","wizard_animals_plus:beetle_yellow_stag",548
"Unknown","wizard_animals_plus:beluga",549
"Unknown","wizard_animals_plus:bison",573
"Unknown","wizard_animals_plus:bison_male",524
"Unknown","wizard_animals_plus:blue_jay",571
"Unknown","wizard_animals_plus:blue_jay_egg_entity",529
"Unknown","wizard_animals_plus:boto",508
"Unknown","wizard_animals_plus:butterfly_giant_saturn",545
"Unknown","wizard_animals_plus:butterfly_mexican_shoemaker",564
"Unknown","wizard_animals_plus:butterfly_pink_glass",565
"Unknown","wizard_animals_plus:butterfly_priamus_birdwing",566
"Unknown","wizard_animals_plus:butterfly_red_agrias",567
"Unknown","wizard_animals_plus:butterfly_red_glider",568
"Unknown","wizard_animals_plus:canguru_antilopino",584
"Unknown","wizard_animals_plus:canguru_grey",583
"Unknown","wizard_animals_plus:canguru_red",582
"Unknown","wizard_animals_plus:capivara",477
"Unknown","wizard_animals_plus:capuchin_blond",475
"Unknown","wizard_animals_plus:capuchin_blond_sit",550
"Unknown","wizard_animals_plus:capuchin_brown",474
"Unknown","wizard_animals_plus:capuchin_brown_sit",705
"Unknown","wizard_animals_plus:capuchin_white_head",478
"Unknown","wizard_animals_plus:capuchin_white_head_sit",706
"Unknown","wizard_animals_plus:cheetah",586
"Unknown","wizard_animals_plus:cheetah_chinchilla",589
"Unknown","wizard_animals_plus:cheetah_chinchilla_male",590
"Unknown","wizard_animals_plus:cheetah_male",587
"Unknown","wizard_animals_plus:cheetah_maltese",592
"Unknown","wizard_animals_plus:cheetah_maltese_male",593
"Unknown","wizard_animals_plus:cheetah_strawberry",588
"Unknown","wizard_animals_plus:cheetah_strawberry_male",591
"Unknown","wizard_animals_plus:chimpanze",480
"Unknown","wizard_animals_plus:cockateil",629
"Unknown","wizard_animals_plus:cockateil_egg",543
"Unknown","wizard_animals_plus:cockateil_male",630
"Unknown","wizard_animals_plus:cockatoo_pink",581
"Unknown","wizard_animals_plus:cockatoo_pink_egg",542
"Unknown","wizard_animals_plus:crab_red",678
"Unknown","wizard_animals_plus:crocodile",631
"Unknown","wizard_animals_plus:crocodile_egg_entity",632
"Unknown","wizard_animals_plus:dog_chihuahua",712
"Unknown","wizard_animals_plus:dog_chihuahua_sit",713
"Unknown","wizard_animals_plus:dog_husky",714
"Unknown","wizard_animals_plus:dog_husky_sit",715
"Unknown","wizard_animals_plus:dragonfly_cardinal",670
"Unknown","wizard_animals_plus:dragonfly_green_darner",672
"Unknown","wizard_animals_plus:dragonfly_roseate",671
"Unknown","wizard_animals_plus:dromedarius",481
"Unknown","wizard_animals_plus:dromedarius_cargo",507
"Unknown","wizard_animals_plus:dwarf_rabbit_albino",723
"Unknown","wizard_animals_plus:dwarf_rabbit_black_white",721
"Unknown","wizard_animals_plus:dwarf_rabbit_brown",722
"Unknown","wizard_animals_plus:elephan_african_cargo",643
"Unknown","wizard_animals_plus:elephant_african",644
"Unknown","wizard_animals_plus:firefly",512
"Unknown","wizard_animals_plus:flamingo_chilean",634
"Unknown","wizard_animals_plus:flamingo_chilean_egg_entity",633
"Unknown","wizard_animals_plus:fox_fennec",716
"Unknown","wizard_animals_plus:frog_dart_blue",635
"Unknown","wizard_animals_plus:frog_dart_golden",636
"Unknown","wizard_animals_plus:frog_dart_strawberry",637
"Unknown","wizard_animals_plus:frog_green_tree",718
"Unknown","wizard_animals_plus:frog_pacific_tree",717
"Unknown","wizard_animals_plus:gecko_black_night",555
"Unknown","wizard_animals_plus:gecko_diablo_blanco",558
"Unknown","wizard_animals_plus:gecko_giant_day",554
"Unknown","wizard_animals_plus:gecko_giant_day_egg",518
"Unknown","wizard_animals_plus:gecko_giant_day_male",556
"Unknown","wizard_animals_plus:gecko_lavander_bold",563
"Unknown","wizard_animals_plus:gecko_leopard",561
"Unknown","wizard_animals_plus:gecko_leopard_egg",519
"Unknown","wizard_animals_plus:gecko_leopard_male",562
"Unknown","wizard_animals_plus:gecko_tangerina",557
"Unknown","wizard_animals_plus:gecko_tokai",559
"Unknown","wizard_animals_plus:gecko_tokai_egg",520
"Unknown","wizard_animals_plus:gecko_tokai_male",560
"Unknown","wizard_animals_plus:giant_centipede_desert",677
"Unknown","wizard_animals_plus:giant_centipede_indian",676
"Unknown","wizard_animals_plus:giraffe_masai",652
"Unknown","wizard_animals_plus:giraffe_reticulated",651
"Unknown","wizard_animals_plus:giraffe_west_african",650
"Unknown","wizard_animals_plus:goldfish_blue_oranda",679
"Unknown","wizard_animals_plus:goldfish_blue_oranda_egg_entity",680
"Unknown","wizard_animals_plus:goldfish_comet",649
"Unknown","wizard_animals_plus:goldfish_comet_egg_entity",648
"Unknown","wizard_animals_plus:goldfish_common",646
"Unknown","wizard_animals_plus:goldfish_common_egg_entity",647
"Unknown","wizard_animals_plus:gorilla",484
"Unknown","wizard_animals_plus:goulden_finch",610
"Unknown","wizard_animals_plus:goulden_finch_entity_egg",537
"Unknown","wizard_animals_plus:goulden_finch_male",611
"Unknown","wizard_animals_plus:grasshopper",603
"Unknown","wizard_animals_plus:great_kiskadee",580
"Unknown","wizard_animals_plus:great_kiskadee_egg_entity",530
"Unknown","wizard_animals_plus:guinea_pig",673
"Unknown","wizard_animals_plus:guinea_pig_himalaia",675
"Unknown","wizard_animals_plus:guinea_pig_tortoise_shell",674
"Unknown","wizard_animals_plus:hipopotamo_nile",485
"Unknown","wizard_animals_plus:hipopotamo_pigmeu",502
"Unknown","wizard_animals_plus:humminbird_drinker",525
"Unknown","wizard_animals_plus:humminbird_drinker_empty",526
"Unknown","wizard_animals_plus:humming_bird_allen",604
"Unknown","wizard_animals_plus:humming_bird_anna",605
"Unknown","wizard_animals_plus:humming_bird_black",606
"Unknown","wizard_animals_plus:humming_bird_swallow_tailed",607
"Unknown","wizard_animals_plus:hyena_spotted",491
"Unknown","wizard_animals_plus:iguana_blue",690
"Unknown","wizard_animals_plus:iguana_blue_egg",515
"Unknown","wizard_animals_plus:iguana_green",689
"Unknown","wizard_animals_plus:iguana_green_egg",517
"Unknown","wizard_animals_plus:iguana_red",691
"Unknown","wizard_animals_plus:iguana_red_egg",516
"Unknown","wizard_animals_plus:jaguar",664
"Unknown","wizard_animals_plus:jaguar_black",665
"Unknown","wizard_animals_plus:jaguar_black_male",668
"Unknown","wizard_animals_plus:jaguar_male",667
"Unknown","wizard_animals_plus:jaguar_melanin",666
"Unknown","wizard_animals_plus:jaguar_melanin_male",669
"Unknown","wizard_animals_plus:jellyfish_moon",514
"Unknown","wizard_animals_plus:jellyfish_purple_stripe",511
"Unknown","wizard_animals_plus:koala",500
"Unknown","wizard_animals_plus:lemure",501
"Unknown","wizard_animals_plus:leopard",594
"Unknown","wizard_animals_plus:leopard_male",597
"Unknown","wizard_animals_plus:leopard_red",595
"Unknown","wizard_animals_plus:leopard_red_male",596
"Unknown","wizard_animals_plus:liger",663
"Unknown","wizard_animals_plus:lion",659
"Unknown","wizard_animals_plus:lion_white",661
"Unknown","wizard_animals_plus:lioness",660
"Unknown","wizard_animals_plus:lioness_white",662
"Unknown","wizard_animals_plus:lizard_agama",696
"Unknown","wizard_animals_plus:lizard_agama_egg",521
"Unknown","wizard_animals_plus:lizard_agama_male",699
"Unknown","wizard_animals_plus:lizard_european_green",695
"Unknown","wizard_animals_plus:lizard_european_green_egg",523
"Unknown","wizard_animals_plus:lizard_european_green_male",700
"Unknown","wizard_animals_plus:lizard_spider_man",697
"Unknown","wizard_animals_plus:lizard_spider_man_egg",522
"Unknown","wizard_animals_plus:lizard_spider_man_male",698
"Unknown","wizard_animals_plus:lobster_albino",614
"Unknown","wizard_animals_plus:lobster_american",612
"Unknown","wizard_animals_plus:lobster_american_egg_entity",618
"Unknown","wizard_animals_plus:lobster_blue",616
"Unknown","wizard_animals_plus:lobster_european",613
"Unknown","wizard_animals_plus:lobster_european_egg_entity",619
"Unknown","wizard_animals_plus:lobster_red",615
"Unknown","wizard_animals_plus:lobster_splited",617
"Unknown","wizard_animals_plus:macaw_blue",576
"Unknown","wizard_animals_plus:macaw_blue_egg_entity",531
"Unknown","wizard_animals_plus:macaw_caninde",578
"Unknown","wizard_animals_plus:macaw_caninde_entity_egg",534
"Unknown","wizard_animals_plus:macaw_golden",579
"Unknown","wizard_animals_plus:macaw_golden_entity_egg",533
"Unknown","wizard_animals_plus:macaw_red",577
"Unknown","wizard_animals_plus:macaw_red_entity_egg",532
"Unknown","wizard_animals_plus:mantis_bosque_green",572
"Unknown","wizard_animals_plus:marmoset_black_tuff",490
"Unknown","wizard_animals_plus:marmoset_common",489
"Unknown","wizard_animals_plus:mouse",640
"Unknown","wizard_animals_plus:mouse_black",641
"Unknown","wizard_animals_plus:mouse_white",642
"Unknown","wizard_animals_plus:octopus_blue_ringed",682
"Unknown","wizard_animals_plus:octopus_pacific",681
"Unknown","wizard_animals_plus:otter_neotropical",727
"Unknown","wizard_animals_plus:owl_scops",627
"Unknown","wizard_animals_plus:owl_scops_egg",540
"Unknown","wizard_animals_plus:owl_snowy",628
"Unknown","wizard_animals_plus:owl_snowy_egg",539
"Unknown","wizard_animals_plus:penguin_gentoo",623
"Unknown","wizard_animals_plus:penguin_gentoo_egg_entity",624
"Unknown","wizard_animals_plus:pet_ball_ent",506
"Unknown","wizard_animals_plus:pet_dealer",504
"Unknown","wizard_animals_plus:pet_dealer_hanz",509
"Unknown","wizard_animals_plus:pet_dealer_isabela",724
"Unknown","wizard_animals_plus:piranha_red_belly",725
"Unknown","wizard_animals_plus:rabbit_dutch_chocolate",719
"Unknown","wizard_animals_plus:rabbit_himalaya",720
"Unknown","wizard_animals_plus:rabbit_new_zeland",685
"Unknown","wizard_animals_plus:red_panda",499
"Unknown","wizard_animals_plus:rinoceronte_black",494
"Unknown","wizard_animals_plus:rinoceronte_white",493
"Unknown","wizard_animals_plus:scorpion_black_emperor",686
"Unknown","wizard_animals_plus:scorpion_red_indian",688
"Unknown","wizard_animals_plus:scorpion_yellow_fat_tail",687
"Unknown","wizard_animals_plus:seahorse_black",645
"Unknown","wizard_animals_plus:seahorse_red",479
"Unknown","wizard_animals_plus:seahorse_yellow",513
"Unknown","wizard_animals_plus:seal_common",711
"Unknown","wizard_animals_plus:shark_hammer",622
"Unknown","wizard_animals_plus:shark_tiger",621
"Unknown","wizard_animals_plus:shark_white",620
"Unknown","wizard_animals_plus:snake_black_mamba",598
"Unknown","wizard_animals_plus:snake_coral_central_america",599
"Unknown","wizard_animals_plus:spider_orb_banana",709
"Unknown","wizard_animals_plus:spider_orb_giant_wood",710
"Unknown","wizard_animals_plus:spider_tarantula_goliath",552
"Unknown","wizard_animals_plus:spider_tarantula_indian",553
"Unknown","wizard_animals_plus:spider_tarantula_mexican",546
"Unknown","wizard_animals_plus:spider_tarantula_safira",551
"Unknown","wizard_animals_plus:spider_widow_north",707
"Unknown","wizard_animals_plus:spider_widow_red_back",708
"Unknown","wizard_animals_plus:spider_wolf_garden",702
"Unknown","wizard_animals_plus:spider_wolf_green",704
"Unknown","wizard_animals_plus:spider_wolf_ladybug",703
"Unknown","wizard_animals_plus:squirrel_black",602
"Unknown","wizard_animals_plus:squirrel_gray",600
"Unknown","wizard_animals_plus:squirrel_red",601
"Unknown","wizard_animals_plus:starfish_common",492
"Unknown","wizard_animals_plus:starfish_necklace",498
"Unknown","wizard_animals_plus:starfish_pink",496
"Unknown","wizard_animals_plus:starfish_red",495
"Unknown","wizard_animals_plus:starfish_royal",497
"Unknown","wizard_animals_plus:swordfish",505
"Unknown","wizard_animals_plus:tamarin_black",486
"Unknown","wizard_animals_plus:tamarin_golden",487
"Unknown","wizard_animals_plus:tamarin_moustache",488
"Unknown","wizard_animals_plus:tiger",653
"Unknown","wizard_animals_plus:tiger_golden",654
"Unknown","wizard_animals_plus:tiger_golden_male",657
"Unknown","wizard_animals_plus:tiger_male",656
"Unknown","wizard_animals_plus:tiger_white_striped",655
"Unknown","wizard_animals_plus:tiger_white_striped_male",658
"Unknown","wizard_animals_plus:tortoise_desert",482
"Unknown","wizard_animals_plus:tortoise_desert_shell",638
"Unknown","wizard_animals_plus:tortoise_egg_entity",639
"Unknown","wizard_animals_plus:tortoise_galapagos",483
"Unknown","wizard_animals_plus:toucan_keel_entity_egg",536
"Unknown","wizard_animals_plus:toucan_toco_entity_egg",535
"Unknown","wizard_animals_plus:tucano_keel",575
"Unknown","wizard_animals_plus:tucano_toco",574
"Unknown","wizard_animals_plus:turtle_sea_green",701
"Unknown","wizard_animals_plus:turtle_sea_green_egg",541
"Unknown","wizard_animals_plus:walrus",683
"Unknown","wizard_animals_plus:walrus_female",684
"Unknown","wizard_animals_plus:wasp_executioner",544
"Unknown","wizard_animals_plus:wasp_mandarin_giant",503
"Unknown","wizard_animals_plus:whale_blue",692
"Unknown","wizard_animals_plus:whale_humpback",693
"Unknown","wizard_animals_plus:whale_orca",694
"Unknown","wizard_animals_plus:worm",726
